municipalidad,anio_semestre,tipo_compra,monto_neto_clp,n_items,n_ordenes
Independencia,2025-1,licitacion,3836677695,240,119
Independencia,2025-1,trato_directo,210631622,24,13
Independencia,2025-2,compra_agil,2621895839,31157,884
Independencia,2025-2,convenio_marco,373320249,340,73
Independencia,2025-2,licitacion,3295588751,532,113
Independencia,2025-2,trato_directo,262152816,30,24
La Cisterna,2015-1,convenio_marco,264041221,3505,602
La Cisterna,2015-1,licitacion,333833426,679,278
La Cisterna,2015-1,trato_directo,214110387,2409,622
La Cisterna,2015-2,convenio_marco,493197256,3823,940
La Cisterna,2015-2,licitacion,453134747,1002,447
La Cisterna,2015-2,trato_directo,225622726,2161,622
La Cisterna,2016-1,convenio_marco,794475789,4779,1119
La Cisterna,2016-1,licitacion,425367558,726,373
La Cisterna,2016-1,trato_directo,310569810,2380,573
La Cisterna,2016-2,convenio_marco,1157147213,4478,1333
La Cisterna,2016-2,licitacion,462159036,652,370
La Cisterna,2016-2,trato_directo,475362623,3133,871
La Cisterna,2017-1,convenio_marco,437532230,4226,940
La Cisterna,2017-1,licitacion,259858560,591,347
La Cisterna,2017-1,trato_directo,299749859,2090,610
La Cisterna,2017-2,convenio_marco,878030104,4732,1245
La Cisterna,2017-2,licitacion,258074551,474,267
La Cisterna,2017-2,trato_directo,403505939,2349,701
La Cisterna,2018-1,convenio_marco,573119380,4251,1064
La Cisterna,2018-1,licitacion,266549027,355,193
La Cisterna,2018-1,trato_directo,361033369,2260,693
La Cisterna,2018-2,convenio_marco,647714292,3796,1146
La Cisterna,2018-2,licitacion,275724234,425,285
La Cisterna,2018-2,trato_directo,349294111,2113,647
La Cisterna,2019-1,convenio_marco,679113029,4214,1240
La Cisterna,2019-1,licitacion,219191749,453,295
La Cisterna,2019-1,trato_directo,435104975,2283,590
La Cisterna,2019-2,convenio_marco,1022525312,4212,1332
La Cisterna,2019-2,licitacion,263624713,408,253
La Cisterna,2019-2,trato_directo,517361698,2995,797
La Cisterna,2020-1,compra_agil,4222042,26,19
La Cisterna,2020-1,convenio_marco,695258802,2003,650
La Cisterna,2020-1,licitacion,280263765,266,154
La Cisterna,2020-1,trato_directo,1263519828,3156,785
La Cisterna,2020-2,compra_agil,100935574,1292,153
La Cisterna,2020-2,convenio_marco,890145594,2060,758
La Cisterna,2020-2,licitacion,410845782,266,188
La Cisterna,2020-2,trato_directo,1186899816,3223,799
La Cisterna,2021-1,compra_agil,85915233,546,102
La Cisterna,2021-1,convenio_marco,393924528,629,284
La Cisterna,2021-1,licitacion,378735733,297,186
La Cisterna,2021-1,trato_directo,675078663,3376,724
La Cisterna,2021-2,compra_agil,358718184,3510,370
La Cisterna,2021-2,convenio_marco,377417487,352,220
La Cisterna,2021-2,licitacion,537087265,434,261
La Cisterna,2021-2,trato_directo,962883704,3840,768
La Cisterna,2022-1,compra_agil,509916757,5949,444
La Cisterna,2022-1,convenio_marco,208018460,162,94
La Cisterna,2022-1,licitacion,306142399,530,245
La Cisterna,2022-1,trato_directo,482140845,2984,460
La Cisterna,2022-2,convenio_marco,629273324,141,89
La Cisterna,2022-2,licitacion,1808190652,712,330
La Cisterna,2022-2,trato_directo,670172140,3199,605
La Cisterna,2023-1,compra_agil,483603583,4135,466
La Cisterna,2023-1,convenio_marco,540375416,228,73
La Cisterna,2023-1,licitacion,1013814616,753,269
La Cisterna,2023-1,trato_directo,698045949,2434,526
La Cisterna,2023-2,compra_agil,1007470953,13654,769
La Cisterna,2023-2,convenio_marco,624524338,328,85
La Cisterna,2023-2,licitacion,912730757,793,256
La Cisterna,2023-2,trato_directo,848919141,2021,519
La Cisterna,2024-1,compra_agil,1066051085,10323,872
La Cisterna,2024-1,convenio_marco,624410779,403,106
La Cisterna,2024-1,licitacion,1488661705,1238,375
La Cisterna,2024-1,trato_directo,1716796255,1084,266
La Cisterna,2024-2,compra_agil,1617335105,19788,1118
La Cisterna,2024-2,convenio_marco,315259378,270,80
La Cisterna,2024-2,licitacion,2554810137,923,259
La Cisterna,2024-2,trato_directo,785740100,739,261
La Cisterna,2025-1,compra_agil,2392050487,14390,803
La Cisterna,2025-1,convenio_marco,353461194,446,49
La Cisterna,2025-1,licitacion,659490232,375,112
La Cisterna,2025-1,trato_directo,47641195,42,30
La Cisterna,2025-2,compra_agil,1110230202,11894,539
La Cisterna,2025-2,convenio_marco,219750308,354,70
La Cisterna,2025-2,licitacion,2973431153,642,314
La Cisterna,2025-2,trato_directo,71418330,60,32
La Florida,2015-1,convenio_marco,430806284,958,336
La Florida,2015-1,licitacion,11881438852,1082,313
La Florida,2015-1,trato_directo,40041900,61,35
La Florida,2015-2,convenio_marco,571371244,759,338
La Florida,2015-2,licitacion,2009356587,980,372
La Florida,2015-2,trato_directo,428612895,120,71
La Florida,2016-1,convenio_marco,533238258,847,357
La Florida,2016-1,licitacion,1980792545,667,261
La Florida,2016-1,trato_directo,95393863,66,39
La Florida,2016-2,convenio_marco,260336424,388,130
La Florida,2016-2,licitacion,3938299112,703,357
La Florida,2016-2,trato_directo,173303009,81,47
La Florida,2017-1,convenio_marco,253648202,530,182
La Florida,2017-1,licitacion,12306340040,467,207
La Florida,2017-1,trato_directo,206177663,86,58
La Florida,2017-2,convenio_marco,898427380,657,271
La Florida,2017-2,licitacion,7718002517,501,291
La Florida,2017-2,trato_directo,261732898,184,107
La Florida,2018-1,convenio_marco,376952639,538,237
La Florida,2018-1,licitacion,2191122700,376,186
La Florida,2018-1,trato_directo,115979681,83,80
La Florida,2018-2,convenio_marco,351385967,543,212
La Florida,2018-2,licitacion,2460643953,558,324
La Florida,2018-2,trato_directo,83617069,96,67
La Florida,2019-1,convenio_marco,293836468,370,166
La Florida,2019-1,licitacion,1108134796,429,240
La Florida,2019-1,trato_directo,69430044,71,68
La Florida,2019-2,convenio_marco,407310850,596,196
La Florida,2019-2,licitacion,2558168987,431,278
La Florida,2019-2,trato_directo,241763153,42,36
La Florida,2020-1,compra_agil,8195726,19,14
La Florida,2020-1,convenio_marco,1946185244,303,151
La Florida,2020-1,licitacion,33368443550,288,207
La Florida,2020-1,trato_directo,2150147467,132,100
La Florida,2020-2,compra_agil,64719337,277,98
La Florida,2020-2,convenio_marco,952891532,407,190
La Florida,2020-2,licitacion,4102304664,285,172
La Florida,2020-2,trato_directo,1675761316,173,64
La Florida,2021-1,compra_agil,150273249,1042,192
La Florida,2021-1,convenio_marco,2648570657,237,123
La Florida,2021-1,licitacion,15078359343,227,163
La Florida,2021-1,trato_directo,4126394447,35,30
La Florida,2021-2,compra_agil,179118743,613,289
La Florida,2021-2,convenio_marco,182079231,180,41
La Florida,2021-2,licitacion,5162349175,306,218
La Florida,2021-2,trato_directo,30124149,16,14
La Florida,2022-1,compra_agil,187469370,523,292
La Florida,2022-1,convenio_marco,521118648,216,85
La Florida,2022-1,licitacion,3316623262,265,169
La Florida,2022-1,trato_directo,41910747,20,19
La Florida,2022-2,convenio_marco,611788770,254,112
La Florida,2022-2,licitacion,16346233952,350,247
La Florida,2022-2,trato_directo,143836331,38,29
La Florida,2023-1,compra_agil,499467055,2082,543
La Florida,2023-1,convenio_marco,520454051,261,95
La Florida,2023-1,licitacion,7572186942,522,259
La Florida,2023-1,trato_directo,292369264,42,32
La Florida,2023-2,compra_agil,882698704,8726,659
La Florida,2023-2,convenio_marco,400445399,198,81
La Florida,2023-2,licitacion,22075265136,600,370
La Florida,2023-2,trato_directo,670183514,33,22
La Florida,2024-1,compra_agil,728149603,2953,645
La Florida,2024-1,convenio_marco,768803977,289,91
La Florida,2024-1,licitacion,26732882384,535,362
La Florida,2024-1,trato_directo,662790609,66,54
La Florida,2024-2,compra_agil,1199414544,11832,796
La Florida,2024-2,convenio_marco,650524653,223,102
La Florida,2024-2,licitacion,9880898915,526,323
La Florida,2024-2,trato_directo,1289169775,158,72
La Florida,2025-1,compra_agil,1422327497,2559,362
La Florida,2025-1,convenio_marco,994254062,322,97
La Florida,2025-1,licitacion,17830941004,191,156
La Florida,2025-1,trato_directo,2736239522,57,56
La Florida,2025-2,compra_agil,2120015433,9953,532
La Florida,2025-2,convenio_marco,1018009180,400,98
La Florida,2025-2,licitacion,12943337727,254,127
La Florida,2025-2,trato_directo,1156482738,35,30
La Granja,2015-1,convenio_marco,324116224,524,217
La Granja,2015-1,licitacion,2791520223,1556,938
La Granja,2015-1,trato_directo,193126901,636,238
La Granja,2015-2,convenio_marco,470315019,1531,459
La Granja,2015-2,licitacion,1146531035,1214,864
La Granja,2015-2,trato_directo,146789354,254,209
La Granja,2016-1,convenio_marco,543610302,677,368
La Granja,2016-1,licitacion,2413719444,1154,777
La Granja,2016-1,trato_directo,550434970,567,332
La Granja,2016-2,convenio_marco,679374247,1085,462
La Granja,2016-2,licitacion,2630275170,1431,764
La Granja,2016-2,trato_directo,440063655,884,373
La Granja,2017-1,convenio_marco,534189716,770,428
La Granja,2017-1,licitacion,1163275263,1079,609
La Granja,2017-1,trato_directo,549221790,616,331
La Granja,2017-2,convenio_marco,821896348,960,526
La Granja,2017-2,licitacion,1073473251,2192,808
La Granja,2017-2,trato_directo,305838982,799,292
La Granja,2018-1,convenio_marco,791656101,1405,616
La Granja,2018-1,licitacion,1570226491,2699,779
La Granja,2018-1,trato_directo,324524179,445,233
La Granja,2018-2,convenio_marco,1121538809,2294,888
La Granja,2018-2,licitacion,956893628,2669,669
La Granja,2018-2,trato_directo,190137236,420,218
La Granja,2019-1,convenio_marco,1105511905,1856,736
La Granja,2019-1,licitacion,1062871124,1840,566
La Granja,2019-1,trato_directo,127274232,170,105
La Granja,2019-2,convenio_marco,906757547,2160,700
La Granja,2019-2,licitacion,1093432594,1202,615
La Granja,2019-2,trato_directo,118299470,213,108
La Granja,2020-1,compra_agil,301000,2,2
La Granja,2020-1,convenio_marco,571228194,377,223
La Granja,2020-1,licitacion,2828835704,469,282
La Granja,2020-1,trato_directo,1749185784,284,191
La Granja,2020-2,compra_agil,126435633,1159,237
La Granja,2020-2,convenio_marco,580540743,454,215
La Granja,2020-2,licitacion,2181113339,350,219
La Granja,2020-2,trato_directo,1089566584,188,126
La Granja,2021-1,compra_agil,204261594,1299,401
La Granja,2021-1,convenio_marco,434154441,263,166
La Granja,2021-1,licitacion,1875981922,370,261
La Granja,2021-1,trato_directo,1943224394,148,101
La Granja,2021-2,compra_agil,232610924,1260,451
La Granja,2021-2,convenio_marco,425496572,172,123
La Granja,2021-2,licitacion,3916915377,318,230
La Granja,2021-2,trato_directo,107562884,43,29
La Granja,2022-1,compra_agil,276851422,1181,505
La Granja,2022-1,convenio_marco,277429983,136,86
La Granja,2022-1,licitacion,1151364766,320,232
La Granja,2022-1,trato_directo,375620967,31,25
La Granja,2022-2,convenio_marco,258510990,95,48
La Granja,2022-2,licitacion,3720715951,447,278
La Granja,2022-2,trato_directo,1002052691,39,36
La Granja,2023-1,compra_agil,346999705,1387,514
La Granja,2023-1,convenio_marco,304773829,141,72
La Granja,2023-1,licitacion,2304231172,373,267
La Granja,2023-1,trato_directo,1595213324,28,26
La Granja,2023-2,compra_agil,460983591,2084,743
La Granja,2023-2,convenio_marco,524532586,120,59
La Granja,2023-2,licitacion,15982778723,441,253
La Granja,2023-2,trato_directo,129995322,32,26
La Granja,2024-1,compra_agil,282145948,1513,457
La Granja,2024-1,convenio_marco,367535240,91,36
La Granja,2024-1,licitacion,8011420751,476,292
La Granja,2024-1,trato_directo,207187312,38,33
La Granja,2024-2,compra_agil,334300087,1558,597
La Granja,2024-2,convenio_marco,913864349,92,36
La Granja,2024-2,licitacion,3259994097,407,264
La Granja,2024-2,trato_directo,470685367,31,26
La Granja,2025-1,compra_agil,971941076,1995,612
La Granja,2025-1,convenio_marco,479752875,128,61
La Granja,2025-1,licitacion,3970731443,132,105
La Granja,2025-1,trato_directo,349050097,24,24
La Granja,2025-2,compra_agil,1163426886,2666,919
La Granja,2025-2,convenio_marco,575499414,126,48
La Granja,2025-2,licitacion,1219656198,98,78
La Granja,2025-2,trato_directo,83357272,14,11
La Pintana,2015-1,convenio_marco,803100891,3950,907
La Pintana,2015-1,licitacion,4780214870,3522,1060
La Pintana,2015-1,trato_directo,192482403,46,42
La Pintana,2015-2,convenio_marco,1107155240,4833,1359
La Pintana,2015-2,licitacion,3659489203,4039,1459
La Pintana,2015-2,trato_directo,109044518,80,48
La Pintana,2016-1,convenio_marco,1307672176,6053,1420
La Pintana,2016-1,licitacion,8656472283,2849,1006
La Pintana,2016-1,trato_directo,220345113,66,42
La Pintana,2016-2,convenio_marco,1385206426,5254,1638
La Pintana,2016-2,licitacion,5122126234,2959,1057
La Pintana,2016-2,trato_directo,285462702,124,52
La Pintana,2017-1,convenio_marco,1113240793,4783,1136
La Pintana,2017-1,licitacion,3687724951,2396,742
La Pintana,2017-1,trato_directo,141619166,49,46
La Pintana,2017-2,convenio_marco,1605304131,6305,1707
La Pintana,2017-2,licitacion,1994967736,2427,924
La Pintana,2017-2,trato_directo,670323354,77,72
La Pintana,2018-1,convenio_marco,1430996314,4765,1276
La Pintana,2018-1,licitacion,3478597312,2347,873
La Pintana,2018-1,trato_directo,595354640,187,69
La Pintana,2018-2,convenio_marco,2781272073,7155,1889
La Pintana,2018-2,licitacion,5957780646,3003,871
La Pintana,2018-2,trato_directo,158229661,270,125
La Pintana,2019-1,convenio_marco,1737987602,3468,1155
La Pintana,2019-1,licitacion,7740097011,2595,707
La Pintana,2019-1,trato_directo,229280031,230,93
La Pintana,2019-2,convenio_marco,2739206905,4735,1414
La Pintana,2019-2,licitacion,2710917741,2707,819
La Pintana,2019-2,trato_directo,589646155,162,80
La Pintana,2020-1,compra_agil,15996100,80,32
La Pintana,2020-1,convenio_marco,1969868197,2664,769
La Pintana,2020-1,licitacion,12133844370,1992,588
La Pintana,2020-1,trato_directo,1112167348,211,116
La Pintana,2020-2,compra_agil,279173448,2911,402
La Pintana,2020-2,convenio_marco,1766186585,2386,784
La Pintana,2020-2,licitacion,2696051443,1870,607
La Pintana,2020-2,trato_directo,973029008,115,78
La Pintana,2021-1,compra_agil,555727808,6777,472
La Pintana,2021-1,convenio_marco,725155625,440,237
La Pintana,2021-1,licitacion,6919863265,1926,521
La Pintana,2021-1,trato_directo,671662404,70,60
La Pintana,2021-2,compra_agil,438639638,5665,523
La Pintana,2021-2,convenio_marco,954518923,626,235
La Pintana,2021-2,licitacion,4874513355,3046,560
La Pintana,2021-2,trato_directo,408215862,58,42
La Pintana,2022-1,compra_agil,399088521,12048,354
La Pintana,2022-1,convenio_marco,513966774,122,65
La Pintana,2022-1,licitacion,5723902467,1631,356
La Pintana,2022-1,trato_directo,2405473616,51,43
La Pintana,2022-2,convenio_marco,433865064,231,73
La Pintana,2022-2,licitacion,5089446041,2557,545
La Pintana,2022-2,trato_directo,254430410,60,58
La Pintana,2023-1,compra_agil,366081986,3368,391
La Pintana,2023-1,convenio_marco,400420273,157,56
La Pintana,2023-1,licitacion,7827880051,2466,384
La Pintana,2023-1,trato_directo,448425134,58,54
La Pintana,2023-2,compra_agil,658236267,6275,604
La Pintana,2023-2,convenio_marco,341248137,208,51
La Pintana,2023-2,licitacion,4065596417,2502,450
La Pintana,2023-2,trato_directo,357143041,58,58
La Pintana,2024-1,compra_agil,537801899,7724,492
La Pintana,2024-1,convenio_marco,363209174,202,44
La Pintana,2024-1,licitacion,10496215836,2170,349
La Pintana,2024-1,trato_directo,239644306,56,45
La Pintana,2024-2,compra_agil,580289505,7568,492
La Pintana,2024-2,convenio_marco,202934429,128,27
La Pintana,2024-2,licitacion,8011972714,3070,522
La Pintana,2024-2,trato_directo,683534383,68,59
La Pintana,2025-1,compra_agil,1377615779,10088,425
La Pintana,2025-1,convenio_marco,360747276,159,35
La Pintana,2025-1,licitacion,10206768380,334,216
La Pintana,2025-1,trato_directo,585722488,24,24
La Pintana,2025-2,compra_agil,1359636282,10968,523
La Pintana,2025-2,convenio_marco,230365172,389,58
La Pintana,2025-2,licitacion,6074920809,479,292
La Pintana,2025-2,trato_directo,282424945,34,33
La Reina,2015-1,convenio_marco,152612800,933,327
La Reina,2015-1,licitacion,269482134,83,57
La Reina,2015-1,trato_directo,34230389,54,51
La Reina,2015-2,convenio_marco,272363984,967,330
La Reina,2015-2,licitacion,159389858,48,35
La Reina,2015-2,trato_directo,73904191,64,63
La Reina,2016-1,convenio_marco,415065595,1147,406
La Reina,2016-1,licitacion,67394781,41,33
La Reina,2016-1,trato_directo,31897591,38,34
La Reina,2016-2,convenio_marco,270307918,1091,377
La Reina,2016-2,licitacion,60408148,28,24
La Reina,2016-2,trato_directo,36541628,42,34
La Reina,2017-1,convenio_marco,266142205,1146,437
La Reina,2017-1,licitacion,61387317,32,18
La Reina,2017-1,trato_directo,10793955,21,16
La Reina,2017-2,convenio_marco,448645102,1075,408
La Reina,2017-2,licitacion,125913249,18,18
La Reina,2017-2,trato_directo,76337609,31,28
La Reina,2018-1,convenio_marco,341133081,1068,387
La Reina,2018-1,licitacion,124575760,26,19
La Reina,2018-1,trato_directo,60771743,16,13
La Reina,2018-2,convenio_marco,359896958,836,415
La Reina,2018-2,licitacion,149219863,43,21
La Reina,2018-2,trato_directo,51340851,44,39
La Reina,2019-1,convenio_marco,743834410,906,359
La Reina,2019-1,licitacion,473068401,35,22
La Reina,2019-1,trato_directo,95699957,47,41
La Reina,2019-2,convenio_marco,470850006,697,290
La Reina,2019-2,licitacion,97227941,20,20
La Reina,2019-2,trato_directo,123192228,75,55
La Reina,2020-1,compra_agil,18788835,220,34
La Reina,2020-1,convenio_marco,495252519,337,145
La Reina,2020-1,licitacion,93426881,25,14
La Reina,2020-1,trato_directo,179670638,103,55
La Reina,2020-2,compra_agil,85958366,1391,141
La Reina,2020-2,convenio_marco,519878772,610,161
La Reina,2020-2,licitacion,189929935,38,22
La Reina,2020-2,trato_directo,217217720,88,50
La Reina,2021-1,compra_agil,147597892,991,202
La Reina,2021-1,convenio_marco,717030700,178,103
La Reina,2021-1,licitacion,579337998,45,27
La Reina,2021-1,trato_directo,124025283,35,27
La Reina,2021-2,compra_agil,142500309,1170,219
La Reina,2021-2,convenio_marco,550909195,109,56
La Reina,2021-2,licitacion,529802063,26,25
La Reina,2021-2,trato_directo,93334176,28,27
La Reina,2022-1,compra_agil,163440118,1014,247
La Reina,2022-1,convenio_marco,334647004,105,53
La Reina,2022-1,licitacion,152225468,25,18
La Reina,2022-1,trato_directo,78288563,20,19
La Reina,2022-2,convenio_marco,267572250,66,33
La Reina,2022-2,licitacion,2433142571,33,33
La Reina,2022-2,trato_directo,81831726,28,27
La Reina,2023-1,compra_agil,186402886,1872,222
La Reina,2023-1,convenio_marco,281116862,70,40
La Reina,2023-1,licitacion,573394947,40,33
La Reina,2023-1,trato_directo,134586462,28,23
La Reina,2023-2,compra_agil,244606315,2460,266
La Reina,2023-2,convenio_marco,268826464,81,36
La Reina,2023-2,licitacion,401053711,37,31
La Reina,2023-2,trato_directo,90880741,40,34
La Reina,2024-1,compra_agil,191154269,676,180
La Reina,2024-1,convenio_marco,364168475,67,35
La Reina,2024-1,licitacion,2395072253,36,33
La Reina,2024-1,trato_directo,112391464,35,30
La Reina,2024-2,compra_agil,145075091,565,151
La Reina,2024-2,convenio_marco,220305694,73,28
La Reina,2024-2,licitacion,1120991784,47,40
La Reina,2024-2,trato_directo,87307578,26,25
La Reina,2025-1,compra_agil,227994612,346,136
La Reina,2025-1,convenio_marco,173277405,133,42
La Reina,2025-1,licitacion,547702737,26,23
La Reina,2025-1,trato_directo,9694803,4,3
La Reina,2025-2,compra_agil,173141417,259,156
La Reina,2025-2,convenio_marco,499960146,54,26
La Reina,2025-2,licitacion,1054140707,25,24
La Reina,2025-2,trato_directo,5529181,2,2
Las Condes,2015-1,convenio_marco,900411305,839,446
Las Condes,2015-1,licitacion,1186854661,496,214
Las Condes,2015-1,trato_directo,511719192,380,222
Las Condes,2015-2,convenio_marco,1598868230,1126,588
Las Condes,2015-2,licitacion,2986548327,502,217
Las Condes,2015-2,trato_directo,643839838,440,249
Las Condes,2016-1,convenio_marco,1563225341,1343,637
Las Condes,2016-1,licitacion,9285499953,617,197
Las Condes,2016-1,trato_directo,394764189,442,253
Las Condes,2016-2,convenio_marco,1855386145,1426,732
Las Condes,2016-2,licitacion,8618997740,520,217
Las Condes,2016-2,trato_directo,227514944,397,227
Las Condes,2017-1,convenio_marco,1448784023,1276,704
Las Condes,2017-1,licitacion,1567102874,551,183
Las Condes,2017-1,trato_directo,307245430,354,222
Las Condes,2017-2,convenio_marco,2001876188,1286,707
Las Condes,2017-2,licitacion,13696556587,682,215
Las Condes,2017-2,trato_directo,694734422,475,276
Las Condes,2018-1,convenio_marco,1704034597,1193,624
Las Condes,2018-1,licitacion,9695810020,952,200
Las Condes,2018-1,trato_directo,458300882,580,351
Las Condes,2018-2,convenio_marco,3004487143,1109,601
Las Condes,2018-2,licitacion,13375746753,885,193
Las Condes,2018-2,trato_directo,313039846,417,257
Las Condes,2019-1,convenio_marco,1633614427,1290,667
Las Condes,2019-1,licitacion,1336933787,1012,167
Las Condes,2019-1,trato_directo,818357880,569,285
Las Condes,2019-2,convenio_marco,2193357462,1281,668
Las Condes,2019-2,licitacion,2645775731,587,132
Las Condes,2019-2,trato_directo,974093091,699,384
Las Condes,2020-1,convenio_marco,2077300615,742,340
Las Condes,2020-1,licitacion,783303727,298,116
Las Condes,2020-1,trato_directo,4005055313,947,490
Las Condes,2020-2,compra_agil,40375293,348,62
Las Condes,2020-2,convenio_marco,2735915982,540,296
Las Condes,2020-2,licitacion,2007777792,126,56
Las Condes,2020-2,trato_directo,2462909110,686,474
Las Condes,2021-1,compra_agil,76996349,752,121
Las Condes,2021-1,convenio_marco,2115414599,272,177
Las Condes,2021-1,licitacion,3559599749,136,79
Las Condes,2021-1,trato_directo,2679132929,883,476
Las Condes,2021-2,compra_agil,67604084,673,107
Las Condes,2021-2,convenio_marco,616491435,129,88
Las Condes,2021-2,licitacion,13880251375,216,124
Las Condes,2021-2,trato_directo,1608829012,829,510
Las Condes,2022-1,compra_agil,87246491,453,147
Las Condes,2022-1,convenio_marco,488995580,90,40
Las Condes,2022-1,licitacion,28205451280,190,123
Las Condes,2022-1,trato_directo,1914675299,599,385
Las Condes,2022-2,convenio_marco,418256624,91,50
Las Condes,2022-2,licitacion,22868012067,201,153
Las Condes,2022-2,trato_directo,1614216550,514,363
Las Condes,2023-1,compra_agil,188307006,1095,336
Las Condes,2023-1,convenio_marco,674615179,84,52
Las Condes,2023-1,licitacion,46897134643,221,178
Las Condes,2023-1,trato_directo,3357442703,272,225
Las Condes,2023-2,compra_agil,217482670,1771,304
Las Condes,2023-2,convenio_marco,205397684,133,33
Las Condes,2023-2,licitacion,28212463167,346,219
Las Condes,2023-2,trato_directo,1702897681,117,103
Las Condes,2024-1,compra_agil,232878806,2214,308
Las Condes,2024-1,convenio_marco,665370094,82,35
Las Condes,2024-1,licitacion,10058071255,271,174
Las Condes,2024-1,trato_directo,2066311582,55,55
Las Condes,2024-2,compra_agil,228704260,1560,329
Las Condes,2024-2,convenio_marco,696065548,128,58
Las Condes,2024-2,licitacion,23270308907,425,235
Las Condes,2024-2,trato_directo,2642050696,62,62
Las Condes,2025-1,compra_agil,789451803,2641,268
Las Condes,2025-1,convenio_marco,757437266,136,41
Las Condes,2025-1,licitacion,38778120115,169,79
Las Condes,2025-1,trato_directo,559108950,14,14
Las Condes,2025-2,compra_agil,701097756,1170,169
Las Condes,2025-2,convenio_marco,360073179,153,24
Las Condes,2025-2,licitacion,69587062813,131,121
Las Condes,2025-2,trato_directo,246717671,14,14
Lo Barnechea,2015-1,convenio_marco,529551518,1489,399
Lo Barnechea,2015-1,licitacion,13556381737,244,209
Lo Barnechea,2015-1,trato_directo,782541923,176,104
Lo Barnechea,2015-2,convenio_marco,1037075485,2743,633
Lo Barnechea,2015-2,licitacion,6296373232,407,278
Lo Barnechea,2015-2,trato_directo,494443624,257,135
Lo Barnechea,2016-1,convenio_marco,1168097979,2769,710
Lo Barnechea,2016-1,licitacion,14920556319,652,386
Lo Barnechea,2016-1,trato_directo,722383717,288,127
Lo Barnechea,2016-2,convenio_marco,1163326357,3446,969
Lo Barnechea,2016-2,licitacion,7793859119,625,410
Lo Barnechea,2016-2,trato_directo,1335633424,204,124
Lo Barnechea,2017-1,convenio_marco,1269850594,2479,726
Lo Barnechea,2017-1,licitacion,15321880008,548,385
Lo Barnechea,2017-1,trato_directo,1160453207,157,120
Lo Barnechea,2017-2,convenio_marco,1556262722,4249,1220
Lo Barnechea,2017-2,licitacion,9300409060,690,352
Lo Barnechea,2017-2,trato_directo,949106323,179,127
Lo Barnechea,2018-1,convenio_marco,1771101045,3129,791
Lo Barnechea,2018-1,licitacion,15143374635,612,254
Lo Barnechea,2018-1,trato_directo,1507881337,126,109
Lo Barnechea,2018-2,convenio_marco,2163861342,2148,717
Lo Barnechea,2018-2,licitacion,14555393531,860,326
Lo Barnechea,2018-2,trato_directo,1188865709,184,96
Lo Barnechea,2019-1,convenio_marco,2427093407,3480,945
Lo Barnechea,2019-1,licitacion,20553065431,926,392
Lo Barnechea,2019-1,trato_directo,536261294,242,99
Lo Barnechea,2019-2,convenio_marco,2448460406,2424,761
Lo Barnechea,2019-2,licitacion,14734724723,1042,441
Lo Barnechea,2019-2,trato_directo,291451892,163,81
Lo Barnechea,2020-1,compra_agil,66910936,107,84
Lo Barnechea,2020-1,convenio_marco,1982499345,1280,448
Lo Barnechea,2020-1,licitacion,18997102001,847,417
Lo Barnechea,2020-1,trato_directo,2124563450,169,106
Lo Barnechea,2020-2,compra_agil,140691789,244,200
Lo Barnechea,2020-2,convenio_marco,1218126143,1504,466
Lo Barnechea,2020-2,licitacion,28182453145,776,346
Lo Barnechea,2020-2,trato_directo,1373826608,93,48
Lo Barnechea,2021-1,compra_agil,268898639,783,397
Lo Barnechea,2021-1,convenio_marco,954280997,610,216
Lo Barnechea,2021-1,licitacion,19212080210,383,256
Lo Barnechea,2021-1,trato_directo,1084299883,73,47
Lo Barnechea,2021-2,compra_agil,262048032,808,389
Lo Barnechea,2021-2,convenio_marco,542127389,612,253
Lo Barnechea,2021-2,licitacion,43828001688,497,215
Lo Barnechea,2021-2,trato_directo,3783322441,82,45
Lo Barnechea,2022-1,compra_agil,227245789,478,328
Lo Barnechea,2022-1,convenio_marco,404870260,247,95
Lo Barnechea,2022-1,licitacion,13075212636,647,314
Lo Barnechea,2022-1,trato_directo,5196186378,101,64
Lo Barnechea,2022-2,convenio_marco,589248306,299,121
Lo Barnechea,2022-2,licitacion,14887117661,293,221
Lo Barnechea,2022-2,trato_directo,1334826538,52,51
Lo Barnechea,2023-1,compra_agil,345865210,695,564
Lo Barnechea,2023-1,convenio_marco,757244657,261,94
Lo Barnechea,2023-1,licitacion,18252299963,569,536
Lo Barnechea,2023-1,trato_directo,964145700,71,68
Lo Barnechea,2023-2,compra_agil,462502330,1097,726
Lo Barnechea,2023-2,convenio_marco,482468268,198,86
Lo Barnechea,2023-2,licitacion,48056840439,286,244
Lo Barnechea,2023-2,trato_directo,586111921,130,58
Lo Barnechea,2024-1,compra_agil,365601756,838,610
Lo Barnechea,2024-1,convenio_marco,922015984,414,118
Lo Barnechea,2024-1,licitacion,31295748411,186,166
Lo Barnechea,2024-1,trato_directo,1384541090,69,68
Lo Barnechea,2024-2,compra_agil,410999768,2017,581
Lo Barnechea,2024-2,convenio_marco,742149762,577,146
Lo Barnechea,2024-2,licitacion,19352515916,210,188
Lo Barnechea,2024-2,trato_directo,673154008,89,73
Lo Barnechea,2025-1,compra_agil,754159551,1492,565
Lo Barnechea,2025-1,convenio_marco,616571393,277,81
Lo Barnechea,2025-1,licitacion,51485983876,118,110
Lo Barnechea,2025-1,trato_directo,889076853,16,16
