municipalidad,anio_semestre,tipo_compra,monto_neto_clp,n_items,n_ordenes
Lo Barnechea,2025-2,compra_agil,1420919889,9979,717
Lo Barnechea,2025-2,convenio_marco,349540026,482,100
Lo Barnechea,2025-2,licitacion,26784770022,168,153
Lo Barnechea,2025-2,trato_directo,769854139,42,42
Lo Espejo,2015-1,convenio_marco,165197483,457,143
Lo Espejo,2015-1,licitacion,2392501258,749,415
Lo Espejo,2015-1,trato_directo,54003963,59,48
Lo Espejo,2015-2,convenio_marco,696858800,1098,367
Lo Espejo,2015-2,licitacion,2137989097,920,673
Lo Espejo,2015-2,trato_directo,122799944,169,113
Lo Espejo,2016-1,convenio_marco,282319574,825,228
Lo Espejo,2016-1,licitacion,2092058404,595,361
Lo Espejo,2016-1,trato_directo,83983470,114,64
Lo Espejo,2016-2,convenio_marco,726083435,1593,452
Lo Espejo,2016-2,licitacion,1863748801,715,414
Lo Espejo,2016-2,trato_directo,182465288,255,130
Lo Espejo,2017-1,convenio_marco,232964135,1024,267
Lo Espejo,2017-1,licitacion,935055438,294,228
Lo Espejo,2017-1,trato_directo,56314555,129,72
Lo Espejo,2017-2,convenio_marco,688989080,1982,537
Lo Espejo,2017-2,licitacion,1328481061,454,297
Lo Espejo,2017-2,trato_directo,72101403,108,88
Lo Espejo,2018-1,convenio_marco,711936657,1436,374
Lo Espejo,2018-1,licitacion,2199144179,444,239
Lo Espejo,2018-1,trato_directo,107778743,67,57
Lo Espejo,2018-2,convenio_marco,1043761155,2882,505
Lo Espejo,2018-2,licitacion,2088782217,742,328
Lo Espejo,2018-2,trato_directo,118461091,158,97
Lo Espejo,2019-1,convenio_marco,565285785,895,345
Lo Espejo,2019-1,licitacion,2945377723,490,268
Lo Espejo,2019-1,trato_directo,70322120,107,49
Lo Espejo,2019-2,convenio_marco,1581028814,2337,513
Lo Espejo,2019-2,licitacion,2404787686,456,299
Lo Espejo,2019-2,trato_directo,171729073,169,56
Lo Espejo,2020-1,compra_agil,1380362,3,3
Lo Espejo,2020-1,convenio_marco,554599066,534,153
Lo Espejo,2020-1,licitacion,2413938868,295,166
Lo Espejo,2020-1,trato_directo,622463961,117,91
Lo Espejo,2020-2,compra_agil,50228129,126,112
Lo Espejo,2020-2,convenio_marco,481026303,517,157
Lo Espejo,2020-2,licitacion,1933370147,315,152
Lo Espejo,2020-2,trato_directo,1889349244,188,111
Lo Espejo,2021-1,compra_agil,59645668,132,128
Lo Espejo,2021-1,convenio_marco,568017302,261,115
Lo Espejo,2021-1,licitacion,3264925295,323,162
Lo Espejo,2021-1,trato_directo,804247982,128,81
Lo Espejo,2021-2,compra_agil,59177851,155,124
Lo Espejo,2021-2,convenio_marco,438034972,266,102
Lo Espejo,2021-2,licitacion,527739517,299,154
Lo Espejo,2021-2,trato_directo,349053970,38,32
Lo Espejo,2022-1,compra_agil,88753705,205,152
Lo Espejo,2022-1,convenio_marco,270362910,123,45
Lo Espejo,2022-1,licitacion,2911873735,301,144
Lo Espejo,2022-1,trato_directo,123095828,26,22
Lo Espejo,2022-2,convenio_marco,447733012,309,58
Lo Espejo,2022-2,licitacion,3355266820,936,265
Lo Espejo,2022-2,trato_directo,1220316822,166,63
Lo Espejo,2023-1,compra_agil,106720082,186,185
Lo Espejo,2023-1,convenio_marco,495306997,240,62
Lo Espejo,2023-1,licitacion,4669348750,429,246
Lo Espejo,2023-1,trato_directo,727755918,35,31
Lo Espejo,2023-2,compra_agil,164715705,327,325
Lo Espejo,2023-2,convenio_marco,376727457,267,50
Lo Espejo,2023-2,licitacion,4886765063,661,322
Lo Espejo,2023-2,trato_directo,421197242,58,33
Lo Espejo,2024-1,compra_agil,95661720,181,181
Lo Espejo,2024-1,convenio_marco,525326245,450,78
Lo Espejo,2024-1,licitacion,7243186489,381,219
Lo Espejo,2024-1,trato_directo,1102344636,135,79
Lo Espejo,2024-2,compra_agil,117259303,220,220
Lo Espejo,2024-2,convenio_marco,255446682,615,55
Lo Espejo,2024-2,licitacion,16590045410,353,200
Lo Espejo,2024-2,trato_directo,359059217,84,69
Lo Espejo,2025-1,compra_agil,311708301,235,231
Lo Espejo,2025-1,convenio_marco,413835634,260,43
Lo Espejo,2025-1,licitacion,3361836956,127,78
Lo Espejo,2025-1,trato_directo,1068303439,12,12
Lo Espejo,2025-2,compra_agil,489859081,350,350
Lo Espejo,2025-2,convenio_marco,248804802,187,31
Lo Espejo,2025-2,licitacion,2443347879,141,87
Lo Espejo,2025-2,trato_directo,496329851,32,32
Lo Prado,2015-1,convenio_marco,313767924,1073,462
Lo Prado,2015-1,licitacion,1033404135,849,207
Lo Prado,2015-1,trato_directo,75006191,85,66
Lo Prado,2015-2,convenio_marco,335567850,1127,549
Lo Prado,2015-2,licitacion,726204599,536,211
Lo Prado,2015-2,trato_directo,81483646,80,60
Lo Prado,2016-1,convenio_marco,221994341,964,460
Lo Prado,2016-1,licitacion,1395903007,528,176
Lo Prado,2016-1,trato_directo,63004710,69,56
Lo Prado,2016-2,convenio_marco,151653026,1271,611
Lo Prado,2016-2,licitacion,236887046,492,169
Lo Prado,2016-2,trato_directo,252230744,67,53
Lo Prado,2017-1,convenio_marco,484455443,1142,598
Lo Prado,2017-1,licitacion,1604859379,321,174
Lo Prado,2017-1,trato_directo,235634072,66,56
Lo Prado,2017-2,convenio_marco,185205513,1174,634
Lo Prado,2017-2,licitacion,482968874,537,191
Lo Prado,2017-2,trato_directo,225780507,87,66
Lo Prado,2018-1,convenio_marco,245276525,1000,493
Lo Prado,2018-1,licitacion,432244930,422,143
Lo Prado,2018-1,trato_directo,49629887,52,43
Lo Prado,2018-2,convenio_marco,209375311,735,407
Lo Prado,2018-2,licitacion,2688578871,386,151
Lo Prado,2018-2,trato_directo,72644344,48,33
Lo Prado,2019-1,convenio_marco,325148629,773,436
Lo Prado,2019-1,licitacion,265474751,280,115
Lo Prado,2019-1,trato_directo,1048214081,166,62
Lo Prado,2019-2,convenio_marco,296284495,690,397
Lo Prado,2019-2,licitacion,3130644680,588,176
Lo Prado,2019-2,trato_directo,847663124,248,116
Lo Prado,2020-1,compra_agil,7637784,21,11
Lo Prado,2020-1,convenio_marco,317756727,339,175
Lo Prado,2020-1,licitacion,856279554,253,109
Lo Prado,2020-1,trato_directo,1007100584,195,114
Lo Prado,2020-2,compra_agil,28921854,584,64
Lo Prado,2020-2,convenio_marco,255902977,384,222
Lo Prado,2020-2,licitacion,6374307557,155,83
Lo Prado,2020-2,trato_directo,842636929,147,97
Lo Prado,2021-1,compra_agil,58459461,482,94
Lo Prado,2021-1,convenio_marco,495682445,151,95
Lo Prado,2021-1,licitacion,1714522054,133,66
Lo Prado,2021-1,trato_directo,989438761,97,80
Lo Prado,2021-2,compra_agil,108943961,1534,209
Lo Prado,2021-2,convenio_marco,305030117,86,51
Lo Prado,2021-2,licitacion,4492810118,182,88
Lo Prado,2021-2,trato_directo,919770399,124,89
Lo Prado,2022-1,compra_agil,106168687,1345,209
Lo Prado,2022-1,convenio_marco,416340772,72,48
Lo Prado,2022-1,licitacion,2561727882,279,129
Lo Prado,2022-1,trato_directo,652757199,81,67
Lo Prado,2022-2,convenio_marco,291794591,70,49
Lo Prado,2022-2,licitacion,292186324,158,85
Lo Prado,2022-2,trato_directo,657204729,140,96
Lo Prado,2023-1,compra_agil,126902150,2529,285
Lo Prado,2023-1,convenio_marco,444051414,75,58
Lo Prado,2023-1,licitacion,6450805121,234,109
Lo Prado,2023-1,trato_directo,1151474598,79,67
Lo Prado,2023-2,compra_agil,158853967,3143,318
Lo Prado,2023-2,convenio_marco,417906345,81,53
Lo Prado,2023-2,licitacion,1745895782,191,114
Lo Prado,2023-2,trato_directo,535290383,67,65
Lo Prado,2024-1,compra_agil,195141680,2339,335
Lo Prado,2024-1,convenio_marco,590545719,99,59
Lo Prado,2024-1,licitacion,3734553433,253,157
Lo Prado,2024-1,trato_directo,477316218,67,65
Lo Prado,2024-2,compra_agil,212743002,2446,401
Lo Prado,2024-2,convenio_marco,686683617,154,73
Lo Prado,2024-2,licitacion,4390143981,654,163
Lo Prado,2024-2,trato_directo,604078540,78,77
Lo Prado,2025-1,compra_agil,409373845,2979,333
Lo Prado,2025-1,convenio_marco,296147676,63,48
Lo Prado,2025-1,licitacion,8365790148,203,87
Lo Prado,2025-1,trato_directo,718341055,90,87
Lo Prado,2025-2,compra_agil,451712506,3865,387
Lo Prado,2025-2,convenio_marco,301013051,55,43
Lo Prado,2025-2,licitacion,6277395240,143,99
Lo Prado,2025-2,trato_directo,296972156,58,58
Macul,2015-1,convenio_marco,96203041,519,170
Macul,2015-1,licitacion,1128166689,1031,423
Macul,2015-1,trato_directo,510713980,108,97
Macul,2015-2,convenio_marco,165378714,784,277
Macul,2015-2,licitacion,1094861837,927,444
Macul,2015-2,trato_directo,720586409,113,107
Macul,2016-1,convenio_marco,159267218,1506,443
Macul,2016-1,licitacion,1345079168,581,363
Macul,2016-1,trato_directo,668109560,102,98
Macul,2016-2,convenio_marco,153966053,1057,392
Macul,2016-2,licitacion,1557000332,426,324
Macul,2016-2,trato_directo,931325283,134,129
Macul,2017-1,convenio_marco,350818173,1510,552
Macul,2017-1,licitacion,997562811,644,388
Macul,2017-1,trato_directo,1134209569,95,87
Macul,2017-2,convenio_marco,370454679,1874,659
Macul,2017-2,licitacion,807152322,393,273
Macul,2017-2,trato_directo,796891956,110,79
Macul,2018-1,convenio_marco,596749949,2081,760
Macul,2018-1,licitacion,928595818,325,195
Macul,2018-1,trato_directo,534726050,67,64
Macul,2018-2,convenio_marco,362154957,1033,510
Macul,2018-2,licitacion,1101244512,231,179
Macul,2018-2,trato_directo,421770861,98,53
Macul,2019-1,convenio_marco,327823341,982,494
Macul,2019-1,licitacion,1689062928,242,223
Macul,2019-1,trato_directo,565746001,149,82
Macul,2019-2,convenio_marco,284697356,958,417
Macul,2019-2,licitacion,1368242747,183,170
Macul,2019-2,trato_directo,462793639,270,89
Macul,2020-1,compra_agil,570518,6,4
Macul,2020-1,convenio_marco,322939933,470,204
Macul,2020-1,licitacion,1201335307,154,147
Macul,2020-1,trato_directo,814030512,168,120
Macul,2020-2,compra_agil,31129663,290,79
Macul,2020-2,convenio_marco,296529060,342,141
Macul,2020-2,licitacion,984045469,123,93
Macul,2020-2,trato_directo,763794028,63,52
Macul,2021-1,compra_agil,63653304,427,173
Macul,2021-1,convenio_marco,292308406,181,60
Macul,2021-1,licitacion,1039179481,116,101
Macul,2021-1,trato_directo,763185881,58,56
Macul,2021-2,compra_agil,66207576,550,191
Macul,2021-2,convenio_marco,200286783,83,31
Macul,2021-2,licitacion,1244464043,125,102
Macul,2021-2,trato_directo,822159058,61,60
Macul,2022-1,compra_agil,138575510,1067,307
Macul,2022-1,convenio_marco,92134982,58,22
Macul,2022-1,licitacion,1378441091,137,125
Macul,2022-1,trato_directo,795147886,64,57
Macul,2022-2,convenio_marco,85339117,34,21
Macul,2022-2,licitacion,1347877346,161,127
Macul,2022-2,trato_directo,732893816,49,48
Macul,2023-1,compra_agil,136494208,773,303
Macul,2023-1,convenio_marco,76973751,38,22
Macul,2023-1,licitacion,1464951581,219,162
Macul,2023-1,trato_directo,1412726963,65,64
Macul,2023-2,compra_agil,112111127,557,294
Macul,2023-2,convenio_marco,70990096,31,17
Macul,2023-2,licitacion,1269295632,170,140
Macul,2023-2,trato_directo,640812467,46,45
Macul,2024-1,compra_agil,148641999,619,317
Macul,2024-1,convenio_marco,113044509,149,35
Macul,2024-1,licitacion,2116277314,200,166
Macul,2024-1,trato_directo,929734429,58,50
Macul,2024-2,compra_agil,134174956,503,270
Macul,2024-2,convenio_marco,124380434,100,27
Macul,2024-2,licitacion,3384938449,227,202
Macul,2024-2,trato_directo,448737441,32,31
Macul,2025-1,compra_agil,267859126,453,255
Macul,2025-1,convenio_marco,39096068,59,12
Macul,2025-1,licitacion,3172410224,197,167
Macul,2025-1,trato_directo,736059578,41,35
Macul,2025-2,compra_agil,180632460,505,208
Macul,2025-2,convenio_marco,48983385,25,11
Macul,2025-2,licitacion,3657633386,200,161
Macul,2025-2,trato_directo,483401424,25,24
Maipú,2015-1,convenio_marco,2114585295,1472,490
Maipú,2015-1,licitacion,772583095,841,421
Maipú,2015-1,trato_directo,61060458,60,46
Maipú,2015-2,convenio_marco,3690382122,2746,873
Maipú,2015-2,licitacion,1010751112,1444,620
Maipú,2015-2,trato_directo,210231519,69,56
Maipú,2016-1,convenio_marco,3399785642,2229,810
Maipú,2016-1,licitacion,1165779873,1344,469
Maipú,2016-1,trato_directo,149033504,146,39
Maipú,2016-2,convenio_marco,4014780366,2624,836
Maipú,2016-2,licitacion,868134030,1276,460
Maipú,2016-2,trato_directo,243360180,284,66
Maipú,2017-1,convenio_marco,1921475599,2757,1011
Maipú,2017-1,licitacion,786074592,957,342
Maipú,2017-1,trato_directo,44386302,56,24
Maipú,2017-2,convenio_marco,2621083081,3602,1521
Maipú,2017-2,licitacion,8504964930,1072,468
Maipú,2017-2,trato_directo,434768441,52,39
Maipú,2018-1,convenio_marco,4114233037,2816,1159
Maipú,2018-1,licitacion,3129206173,1276,478
Maipú,2018-1,trato_directo,329367937,87,45
Maipú,2018-2,convenio_marco,3423484576,3614,1307
Maipú,2018-2,licitacion,1342018459,1983,570
Maipú,2018-2,trato_directo,418524581,86,78
Maipú,2019-1,convenio_marco,3874460940,2429,1106
Maipú,2019-1,licitacion,5034970632,898,337
Maipú,2019-1,trato_directo,554904912,66,63
Maipú,2019-2,convenio_marco,3966048922,2277,946
Maipú,2019-2,licitacion,4336097900,1946,454
Maipú,2019-2,trato_directo,243576849,63,57
Maipú,2020-1,compra_agil,21546028,89,33
Maipú,2020-1,convenio_marco,4018095407,1475,581
Maipú,2020-1,licitacion,1360720084,715,264
Maipú,2020-1,trato_directo,1630195541,150,114
Maipú,2020-2,compra_agil,85142206,624,141
Maipú,2020-2,convenio_marco,2157423107,939,435
Maipú,2020-2,licitacion,999712664,483,197
Maipú,2020-2,trato_directo,319032121,74,51
Maipú,2021-1,compra_agil,97427058,961,142
Maipú,2021-1,convenio_marco,857509968,345,200
Maipú,2021-1,licitacion,1757658302,605,156
Maipú,2021-1,trato_directo,248338299,32,31
Maipú,2021-2,compra_agil,75711606,673,154
Maipú,2021-2,convenio_marco,1828964560,266,154
Maipú,2021-2,licitacion,898808570,1298,198
Maipú,2021-2,trato_directo,279893560,26,23
Maipú,2022-1,compra_agil,89505943,428,153
Maipú,2022-1,convenio_marco,739554446,74,56
Maipú,2022-1,licitacion,6796176075,584,167
Maipú,2022-1,trato_directo,2346284692,47,47
Maipú,2022-2,convenio_marco,542779171,113,54
Maipú,2022-2,licitacion,4819123097,881,292
Maipú,2022-2,trato_directo,414116016,53,51
Maipú,2023-1,compra_agil,159414879,508,251
Maipú,2023-1,convenio_marco,653665247,81,42
Maipú,2023-1,licitacion,3764584187,1077,339
Maipú,2023-1,trato_directo,2551735398,83,81
Maipú,2023-2,compra_agil,207431032,687,341
Maipú,2023-2,convenio_marco,1007391869,227,74
Maipú,2023-2,licitacion,19865054571,1392,512
Maipú,2023-2,trato_directo,2880090057,95,95
Maipú,2024-1,compra_agil,133893179,763,204
Maipú,2024-1,convenio_marco,1219860385,168,73
Maipú,2024-1,licitacion,87066412329,1288,490
Maipú,2024-1,trato_directo,11535863889,96,96
Maipú,2024-2,compra_agil,183580489,707,290
Maipú,2024-2,convenio_marco,372106667,68,47
Maipú,2024-2,licitacion,50312158477,954,479
Maipú,2024-2,trato_directo,3904086961,91,91
Maipú,2025-1,compra_agil,465349648,763,238
Maipú,2025-1,convenio_marco,1583768941,201,57
Maipú,2025-1,licitacion,52657589807,498,233
Maipú,2025-1,trato_directo,2055590116,75,75
Maipú,2025-2,compra_agil,1184803040,1938,458
Maipú,2025-2,convenio_marco,611707790,240,57
Maipú,2025-2,licitacion,60119109418,306,191
Maipú,2025-2,trato_directo,842997718,56,56
Pedro Aguirre Cerda,2015-1,convenio_marco,286676507,1509,473
Pedro Aguirre Cerda,2015-1,licitacion,528444127,1482,547
Pedro Aguirre Cerda,2015-1,trato_directo,25184492,31,25
Pedro Aguirre Cerda,2015-2,convenio_marco,731895991,3903,1221
Pedro Aguirre Cerda,2015-2,licitacion,690496673,1726,810
Pedro Aguirre Cerda,2015-2,trato_directo,46824708,64,50
Pedro Aguirre Cerda,2016-1,convenio_marco,656723643,2472,788
Pedro Aguirre Cerda,2016-1,licitacion,1504581545,1048,527
Pedro Aguirre Cerda,2016-1,trato_directo,175104957,62,36
Pedro Aguirre Cerda,2016-2,convenio_marco,1099622362,4486,1377
Pedro Aguirre Cerda,2016-2,licitacion,571362237,1310,696
Pedro Aguirre Cerda,2016-2,trato_directo,82109282,571,86
Pedro Aguirre Cerda,2017-1,convenio_marco,331831658,2128,619
Pedro Aguirre Cerda,2017-1,licitacion,371516673,919,546
Pedro Aguirre Cerda,2017-1,trato_directo,69088158,354,41
Pedro Aguirre Cerda,2017-2,convenio_marco,684250287,4226,1128
Pedro Aguirre Cerda,2017-2,licitacion,509763098,1708,699
Pedro Aguirre Cerda,2017-2,trato_directo,100598655,344,75
Pedro Aguirre Cerda,2018-1,convenio_marco,996006040,2639,958
Pedro Aguirre Cerda,2018-1,licitacion,331282117,637,433
Pedro Aguirre Cerda,2018-1,trato_directo,383709133,376,109
Pedro Aguirre Cerda,2018-2,convenio_marco,1047463044,6690,2183
Pedro Aguirre Cerda,2018-2,licitacion,401258894,885,513
Pedro Aguirre Cerda,2018-2,trato_directo,134991551,560,169
Pedro Aguirre Cerda,2019-1,convenio_marco,491590823,2274,883
Pedro Aguirre Cerda,2019-1,licitacion,506539992,594,378
Pedro Aguirre Cerda,2019-1,trato_directo,148812533,468,137
Pedro Aguirre Cerda,2019-2,convenio_marco,1026837559,4651,1729
Pedro Aguirre Cerda,2019-2,licitacion,1203949511,770,513
Pedro Aguirre Cerda,2019-2,trato_directo,3567629570,858,268
Pedro Aguirre Cerda,2020-1,compra_agil,8585420,20,16
Pedro Aguirre Cerda,2020-1,convenio_marco,424544403,1309,433
Pedro Aguirre Cerda,2020-1,licitacion,424844996,563,370
Pedro Aguirre Cerda,2020-1,trato_directo,544890077,1297,353
Pedro Aguirre Cerda,2020-2,compra_agil,60418670,394,108
Pedro Aguirre Cerda,2020-2,convenio_marco,855324385,2242,806
Pedro Aguirre Cerda,2020-2,licitacion,823700508,395,307
Pedro Aguirre Cerda,2020-2,trato_directo,604538655,978,263
Pedro Aguirre Cerda,2021-1,compra_agil,142416751,1032,247
Pedro Aguirre Cerda,2021-1,convenio_marco,366535207,538,293
Pedro Aguirre Cerda,2021-1,licitacion,900129731,484,339
Pedro Aguirre Cerda,2021-1,trato_directo,198848910,897,177
Pedro Aguirre Cerda,2021-2,compra_agil,505984822,3701,841
Pedro Aguirre Cerda,2021-2,convenio_marco,822155005,819,319
Pedro Aguirre Cerda,2021-2,licitacion,1481360001,503,376
Pedro Aguirre Cerda,2021-2,trato_directo,174962238,448,103
Pedro Aguirre Cerda,2022-1,compra_agil,672490568,4043,1068
Pedro Aguirre Cerda,2022-1,convenio_marco,329898488,398,130
Pedro Aguirre Cerda,2022-1,licitacion,1117250672,315,247
Pedro Aguirre Cerda,2022-1,trato_directo,144857373,266,68
Pedro Aguirre Cerda,2022-2,convenio_marco,681409734,414,159
Pedro Aguirre Cerda,2022-2,licitacion,2462026036,573,327
Pedro Aguirre Cerda,2022-2,trato_directo,158950281,136,45
Pedro Aguirre Cerda,2023-1,compra_agil,1591736485,18458,1435
Pedro Aguirre Cerda,2023-1,convenio_marco,425422548,407,104
Pedro Aguirre Cerda,2023-1,licitacion,1555314414,407,314
Pedro Aguirre Cerda,2023-1,trato_directo,120158344,202,49
Pedro Aguirre Cerda,2023-2,compra_agil,2276491726,26535,1654
Pedro Aguirre Cerda,2023-2,convenio_marco,496632915,737,101
Pedro Aguirre Cerda,2023-2,licitacion,2446418303,563,464
Pedro Aguirre Cerda,2023-2,trato_directo,111642231,121,45
Pedro Aguirre Cerda,2024-1,compra_agil,1691801519,20391,1456
Pedro Aguirre Cerda,2024-1,convenio_marco,535388694,583,107
Pedro Aguirre Cerda,2024-1,licitacion,2666559285,528,456
Pedro Aguirre Cerda,2024-1,trato_directo,248962764,209,74
Pedro Aguirre Cerda,2024-2,compra_agil,2369158695,31900,1719
Pedro Aguirre Cerda,2024-2,convenio_marco,406943042,371,87
Pedro Aguirre Cerda,2024-2,licitacion,5841053783,577,498
Pedro Aguirre Cerda,2024-2,trato_directo,288653677,161,63
Pedro Aguirre Cerda,2025-1,compra_agil,1689828816,3395,1199
Pedro Aguirre Cerda,2025-1,convenio_marco,603602065,335,65
Pedro Aguirre Cerda,2025-1,licitacion,3111174160,257,219
Pedro Aguirre Cerda,2025-1,trato_directo,173265053,135,39
Pedro Aguirre Cerda,2025-2,compra_agil,1865575610,3508,1551
Pedro Aguirre Cerda,2025-2,convenio_marco,308603265,254,52
Pedro Aguirre Cerda,2025-2,licitacion,7836503975,276,223
Pedro Aguirre Cerda,2025-2,trato_directo,353849319,105,36
Peñalolén,2015-1,convenio_marco,425404714,662,279
Peñalolén,2015-1,licitacion,583512085,483,365
Peñalolén,2015-1,trato_directo,573992217,261,244
Peñalolén,2015-2,convenio_marco,539434335,1083,399
Peñalolén,2015-2,licitacion,1402540312,879,670
Peñalolén,2015-2,trato_directo,191172178,117,98
Peñalolén,2016-1,convenio_marco,633976464,882,365
Peñalolén,2016-1,licitacion,1477344752,742,636
Peñalolén,2016-1,trato_directo,331176914,142,112
Peñalolén,2016-2,convenio_marco,861650031,1335,425
Peñalolén,2016-2,licitacion,1047984818,788,641
Peñalolén,2016-2,trato_directo,156566274,76,65
Peñalolén,2017-1,convenio_marco,589855591,990,384
Peñalolén,2017-1,licitacion,915832218,614,483
Peñalolén,2017-1,trato_directo,196192323,94,87
Peñalolén,2017-2,convenio_marco,793887883,1224,480
Peñalolén,2017-2,licitacion,815733690,456,368
Peñalolén,2017-2,trato_directo,277397235,221,133
Peñalolén,2018-1,convenio_marco,590824637,1235,443
Peñalolén,2018-1,licitacion,829989010,414,334
Peñalolén,2018-1,trato_directo,285711066,150,119
Peñalolén,2018-2,convenio_marco,829335554,1183,658
Peñalolén,2018-2,licitacion,1308041114,393,335
Peñalolén,2018-2,trato_directo,266092056,115,108
Peñalolén,2019-1,convenio_marco,822626147,1243,564
Peñalolén,2019-1,licitacion,1051780110,295,246
Peñalolén,2019-1,trato_directo,254746173,97,86
Peñalolén,2019-2,convenio_marco,809357596,1253,629
Peñalolén,2019-2,licitacion,922269533,365,345
Peñalolén,2019-2,trato_directo,323664413,123,108
Peñalolén,2020-1,compra_agil,1100000,1,1
Peñalolén,2020-1,convenio_marco,895542279,776,211
Peñalolén,2020-1,licitacion,427653361,202,168
Peñalolén,2020-1,trato_directo,2454214596,184,92
Peñalolén,2020-2,compra_agil,41993561,83,57
Peñalolén,2020-2,convenio_marco,557773829,313,156
Peñalolén,2020-2,licitacion,562519604,94,81
Peñalolén,2020-2,trato_directo,1122443835,327,145
Peñalolén,2021-1,compra_agil,124533532,612,131
Peñalolén,2021-1,convenio_marco,1092099088,353,152
Peñalolén,2021-1,licitacion,1455667415,210,86
Peñalolén,2021-1,trato_directo,424169715,170,118
Peñalolén,2021-2,compra_agil,272646753,1402,352
Peñalolén,2021-2,convenio_marco,632993967,171,63
Peñalolén,2021-2,licitacion,794808092,458,117
Peñalolén,2021-2,trato_directo,367132515,123,79
Peñalolén,2022-1,compra_agil,237467043,1959,309
Peñalolén,2022-1,convenio_marco,436115509,82,47
Peñalolén,2022-1,licitacion,1529153827,390,128
Peñalolén,2022-1,trato_directo,592177476,143,69
Peñalolén,2022-2,convenio_marco,1028360637,325,112
Peñalolén,2022-2,licitacion,2611945863,450,141
Peñalolén,2022-2,trato_directo,1536165965,387,134
Peñalolén,2023-1,compra_agil,826496403,7203,807
Peñalolén,2023-1,convenio_marco,1134537904,198,78
Peñalolén,2023-1,licitacion,16520357367,1191,269
Peñalolén,2023-1,trato_directo,2204087319,445,214
Peñalolén,2023-2,compra_agil,1127755648,10816,913
Peñalolén,2023-2,convenio_marco,742981141,220,75
Peñalolén,2023-2,licitacion,8879295552,1277,212
Peñalolén,2023-2,trato_directo,3424483166,943,372
Peñalolén,2024-1,compra_agil,761974235,8856,607
Peñalolén,2024-1,convenio_marco,1119396635,248,68
Peñalolén,2024-1,licitacion,39340201527,1332,315
Peñalolén,2024-1,trato_directo,2630957453,1094,386
Peñalolén,2024-2,compra_agil,834302653,8545,638
Peñalolén,2024-2,convenio_marco,734265620,181,52
Peñalolén,2024-2,licitacion,8372832028,610,219
Peñalolén,2024-2,trato_directo,3197463806,701,373
Peñalolén,2025-1,compra_agil,1203161666,4840,475
Peñalolén,2025-1,convenio_marco,992903938,102,41
Peñalolén,2025-1,licitacion,14703057802,744,249
Peñalolén,2025-1,trato_directo,1441978609,258,161
Peñalolén,2025-2,compra_agil,1063343233,4276,508
Peñalolén,2025-2,convenio_marco,217524156,75,25
Peñalolén,2025-2,licitacion,6473779365,694,144
Peñalolén,2025-2,trato_directo,1289188757,283,152
Providencia,2015-1,convenio_marco,1148672593,986,598
Providencia,2015-1,licitacion,2064365224,491,284
Providencia,2015-1,trato_directo,604329367,501,433
Providencia,2015-2,convenio_marco,1103068077,1234,693
Providencia,2015-2,licitacion,2788740986,621,345
Providencia,2015-2,trato_directo,1600680625,610,497
Providencia,2016-1,convenio_marco,1280459061,1289,661
Providencia,2016-1,licitacion,2978112707,568,312
Providencia,2016-1,trato_directo,668660638,619,539
Providencia,2016-2,convenio_marco,1033202479,671,448
Providencia,2016-2,licitacion,1342450406,425,230
Providencia,2016-2,trato_directo,632992309,615,525
Providencia,2017-1,convenio_marco,1133598349,610,357
Providencia,2017-1,licitacion,1777135623,401,255
Providencia,2017-1,trato_directo,636008484,533,441
Providencia,2017-2,convenio_marco,1151386105,844,436
Providencia,2017-2,licitacion,14010897928,536,249
Providencia,2017-2,trato_directo,511936374,579,476
Providencia,2018-1,convenio_marco,885283001,901,439
Providencia,2018-1,licitacion,2700554492,648,324
Providencia,2018-1,trato_directo,559212961,460,392
Providencia,2018-2,convenio_marco,824424271,759,492
Providencia,2018-2,licitacion,4701637001,677,376
Providencia,2018-2,trato_directo,438875851,307,273
Providencia,2019-1,convenio_marco,919278496,615,458
Providencia,2019-1,licitacion,7379449867,760,416
Providencia,2019-1,trato_directo,432183006,437,297
Providencia,2019-2,convenio_marco,1071284349,898,522
Providencia,2019-2,licitacion,5749652727,584,362
Providencia,2019-2,trato_directo,585420434,359,309
Providencia,2020-1,compra_agil,11305599,40,23
Providencia,2020-1,convenio_marco,640699291,354,194
Providencia,2020-1,licitacion,3502716565,261,235
Providencia,2020-1,trato_directo,929044061,378,277
Providencia,2020-2,compra_agil,104423760,607,217
Providencia,2020-2,convenio_marco,482843229,234,190
Providencia,2020-2,licitacion,2676558301,242,176
Providencia,2020-2,trato_directo,882984924,206,173
Providencia,2021-1,compra_agil,137659570,600,305
Providencia,2021-1,convenio_marco,478136986,129,73
Providencia,2021-1,licitacion,3531942460,293,215
Providencia,2021-1,trato_directo,1022796766,170,136
Providencia,2021-2,compra_agil,239293846,1128,392
Providencia,2021-2,convenio_marco,166612964,62,53
Providencia,2021-2,licitacion,7342858950,957,379
Providencia,2021-2,trato_directo,1337310244,204,186
Providencia,2022-1,compra_agil,256088607,1526,372
Providencia,2022-1,convenio_marco,351026603,21,15
Providencia,2022-1,licitacion,39889797749,737,362
Providencia,2022-1,trato_directo,3485280594,232,204
Providencia,2022-2,convenio_marco,204498564,49,29
Providencia,2022-2,licitacion,15824388936,874,471
Providencia,2022-2,trato_directo,835582616,269,241
Providencia,2023-1,compra_agil,331086575,1987,376
