municipalidad,anio_semestre,tipo_compra,RubroN1,monto_neto_clp,n_items,n_ordenes
Lo Espejo,2015-2,convenio_marco,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",1307100,23,3
Lo Espejo,2015-2,convenio_marco,Maquinaria para fabricación y transformación industrial,114500,1,1
Lo Espejo,2015-2,convenio_marco,Maquinaria para generación y distribución de energía,1282506,27,9
Lo Espejo,2015-2,convenio_marco,Maquinaria para minería y perforación,16200,1,1
Lo Espejo,2015-2,convenio_marco,"Maquinarias, equipos y suministros para la industria de servicios",168000,1,1
Lo Espejo,2015-2,convenio_marco,Muebles y mobiliario,70673543,102,46
Lo Espejo,2015-2,convenio_marco,"Muebles, accesorios, electrodomésticos y productos electrónicos",2570323,5,5
Lo Espejo,2015-2,convenio_marco,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",60000,1,1
Lo Espejo,2015-2,convenio_marco,Productos de papel,18368508,82,23
Lo Espejo,2015-2,convenio_marco,"Productos derivados de minerales, plantas y animales",5106220,4,2
Lo Espejo,2015-2,convenio_marco,Productos impresos y publicaciones,10693712,59,26
Lo Espejo,2015-2,convenio_marco,Productos químicos industriales,189420,6,4
Lo Espejo,2015-2,convenio_marco,"Resinas, cauchos, espumas y elastómeros",3057000,1,1
Lo Espejo,2015-2,convenio_marco,"Ropa, maletas y productos de aseo personal",2262756,14,9
Lo Espejo,2015-2,convenio_marco,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",14734070,6,6
Lo Espejo,2015-2,convenio_marco,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",137880321,98,35
Lo Espejo,2015-2,convenio_marco,"Servicios de transporte, almacenaje y correo",3855500,4,3
Lo Espejo,2015-2,convenio_marco,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",10262698,19,19
Lo Espejo,2015-2,convenio_marco,"Servicios financieros, pensiones y seguros",884000,12,2
Lo Espejo,2015-2,convenio_marco,"Servicios profesionales, administrativos y consultorías de gestión empresarial",3636000,2,2
Lo Espejo,2015-2,convenio_marco,"Tecnologías de la información, telecomunicaciones y radiodifusión",11120447,22,20
Lo Espejo,2015-2,convenio_marco,Vehículos y equipamiento en general,155248074,2,2
Lo Espejo,2015-2,convenio_marco,,106740345,91,57
Lo Espejo,2015-2,licitacion,"Alimentos, bebidas y tabaco",24762368,57,47
Lo Espejo,2015-2,licitacion,Artículos de electrónica,578285,1,1
Lo Espejo,2015-2,licitacion,Artículos de fabricación y producción,8577716,17,15
Lo Espejo,2015-2,licitacion,Artículos eléctricos y de iluminación,98588806,12,8
Lo Espejo,2015-2,licitacion,"Artículos para estructuras, obras y construcciones",13682285,22,21
Lo Espejo,2015-2,licitacion,Artículos para plantas y animales,703900,5,4
Lo Espejo,2015-2,licitacion,"Educación, formación, entrenamiento y capacitación",2992900,4,3
Lo Espejo,2015-2,licitacion,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",4456551,7,7
Lo Espejo,2015-2,licitacion,Equipamiento para laboratorios,18313592,35,13
Lo Espejo,2015-2,licitacion,Equipamiento para manejo y estiba de materiales,1601720,11,11
Lo Espejo,2015-2,licitacion,Equipamiento y suministros médicos,29130210,56,40
Lo Espejo,2015-2,licitacion,"Equipos y suministros de defensa, orden público, protección y seguridad",9701996,27,17
Lo Espejo,2015-2,licitacion,"Equipos y suministros de imprenta, fotográficos y audiovisuales",4251162,6,6
Lo Espejo,2015-2,licitacion,Equipos y suministros de limpieza,5429737,8,7
Lo Espejo,2015-2,licitacion,"Equipos, accesorios y suministros de oficina",38204362,80,57
Lo Espejo,2015-2,licitacion,"Equipos, suministros y accesorios deportivos y recreativos",32766483,54,38
Lo Espejo,2015-2,licitacion,Herramientas y maquinaria en general,3648283,11,8
Lo Espejo,2015-2,licitacion,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",36834737,33,33
Lo Espejo,2015-2,licitacion,Maquinaria para fabricación y transformación industrial,1746308,4,4
Lo Espejo,2015-2,licitacion,Maquinaria para generación y distribución de energía,805145,4,4
Lo Espejo,2015-2,licitacion,"Maquinarias, equipos y suministros para la industria de servicios",154624,3,3
Lo Espejo,2015-2,licitacion,Medicamentos y productos farmacéuticos,1743700,3,3
Lo Espejo,2015-2,licitacion,Muebles y mobiliario,5739572,25,15
Lo Espejo,2015-2,licitacion,"Muebles, accesorios, electrodomésticos y productos electrónicos",11005774,54,48
Lo Espejo,2015-2,licitacion,Productos de papel,18628358,27,27
Lo Espejo,2015-2,licitacion,"Productos derivados de minerales, plantas y animales",2633525,7,6
Lo Espejo,2015-2,licitacion,Productos impresos y publicaciones,8281330,19,11
Lo Espejo,2015-2,licitacion,Productos químicos industriales,21263325,4,4
Lo Espejo,2015-2,licitacion,"Ropa, maletas y productos de aseo personal",22935914,48,35
Lo Espejo,2015-2,licitacion,"Salud, servicios sanitarios y alimentación",100023776,9,6
Lo Espejo,2015-2,licitacion,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",310000,1,1
Lo Espejo,2015-2,licitacion,Servicios básicos y de información pública,5732657,18,17
Lo Espejo,2015-2,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",15772491,19,19
Lo Espejo,2015-2,licitacion,Servicios de construcción y mantenimiento,1343153218,23,17
Lo Espejo,2015-2,licitacion,Servicios de cuidado personal y domésticos,535200,1,1
Lo Espejo,2015-2,licitacion,"Servicios de defensa nacional, orden público y seguridad",1,1,1
Lo Espejo,2015-2,licitacion,Servicios de limpieza industrial,68452430,2,2
Lo Espejo,2015-2,licitacion,Servicios de producción y fabricación industrial,620000,1,1
Lo Espejo,2015-2,licitacion,"Servicios de transporte, almacenaje y correo",71541829,76,72
Lo Espejo,2015-2,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",13860563,58,30
Lo Espejo,2015-2,licitacion,"Servicios financieros, pensiones y seguros",990504,5,5
Lo Espejo,2015-2,licitacion,"Servicios profesionales, administrativos y consultorías de gestión empresarial",27686017,23,20
Lo Espejo,2015-2,licitacion,"Tecnologías de la información, telecomunicaciones y radiodifusión",12857429,21,16
Lo Espejo,2015-2,licitacion,Vehículos y equipamiento en general,47290315,18,14
Lo Espejo,2015-2,trato_directo,"Alimentos, bebidas y tabaco",264706,1,1
Lo Espejo,2015-2,trato_directo,"Artículos para estructuras, obras y construcciones",570600,4,2
Lo Espejo,2015-2,trato_directo,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",365000,1,1
Lo Espejo,2015-2,trato_directo,Equipamiento para laboratorios,700775,9,2
Lo Espejo,2015-2,trato_directo,Equipamiento para manejo y estiba de materiales,90500,1,1
Lo Espejo,2015-2,trato_directo,Equipamiento y suministros médicos,1365759,7,5
Lo Espejo,2015-2,trato_directo,"Equipos y suministros de defensa, orden público, protección y seguridad",397300,2,2
Lo Espejo,2015-2,trato_directo,"Equipos, accesorios y suministros de oficina",4170512,4,4
Lo Espejo,2015-2,trato_directo,"Equipos, suministros y accesorios deportivos y recreativos",534865,7,5
Lo Espejo,2015-2,trato_directo,Herramientas y maquinaria en general,100756,1,1
Lo Espejo,2015-2,trato_directo,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",4422490,5,5
Lo Espejo,2015-2,trato_directo,Maquinaria para construcción y edificación,2100000,1,1
Lo Espejo,2015-2,trato_directo,Maquinaria para minería y perforación,325000,1,1
Lo Espejo,2015-2,trato_directo,"Maquinarias, equipos y suministros para la industria de servicios",252101,1,1
Lo Espejo,2015-2,trato_directo,Medicamentos y productos farmacéuticos,41090720,40,5
Lo Espejo,2015-2,trato_directo,Muebles y mobiliario,254000,1,1
Lo Espejo,2015-2,trato_directo,"Muebles, accesorios, electrodomésticos y productos electrónicos",51500,2,1
Lo Espejo,2015-2,trato_directo,Productos impresos y publicaciones,2484874,2,2
Lo Espejo,2015-2,trato_directo,Productos químicos industriales,299600,1,1
Lo Espejo,2015-2,trato_directo,"Ropa, maletas y productos de aseo personal",250000,4,2
Lo Espejo,2015-2,trato_directo,Servicios básicos y de información pública,1323040,2,2
Lo Espejo,2015-2,trato_directo,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",4687437,12,12
Lo Espejo,2015-2,trato_directo,Servicios de construcción y mantenimiento,29315143,2,2
Lo Espejo,2015-2,trato_directo,Servicios de cuidado personal y domésticos,2,2,2
Lo Espejo,2015-2,trato_directo,Servicios de producción y fabricación industrial,112001,3,2
Lo Espejo,2015-2,trato_directo,"Servicios de transporte, almacenaje y correo",2302349,28,26
Lo Espejo,2015-2,trato_directo,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",18901723,15,15
Lo Espejo,2015-2,trato_directo,"Servicios financieros, pensiones y seguros",327731,2,2
Lo Espejo,2015-2,trato_directo,"Servicios profesionales, administrativos y consultorías de gestión empresarial",4719340,5,5
Lo Espejo,2015-2,trato_directo,"Tecnologías de la información, telecomunicaciones y radiodifusión",675120,2,2
Lo Espejo,2015-2,trato_directo,Vehículos y equipamiento en general,345000,1,1
Lo Espejo,2016-1,convenio_marco,"Alimentos, bebidas y tabaco",13004318,78,12
Lo Espejo,2016-1,convenio_marco,Artículos de fabricación y producción,2676104,43,10
Lo Espejo,2016-1,convenio_marco,Artículos eléctricos y de iluminación,744492,13,5
Lo Espejo,2016-1,convenio_marco,"Artículos para estructuras, obras y construcciones",13264081,10,7
Lo Espejo,2016-1,convenio_marco,Artículos para plantas y animales,410718,4,2
Lo Espejo,2016-1,convenio_marco,"Combustibles, lubricantes y anticorrosivos",14440023,14,9
Lo Espejo,2016-1,convenio_marco,"Educación, formación, entrenamiento y capacitación",18243595,5,4
Lo Espejo,2016-1,convenio_marco,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",5260388,7,3
Lo Espejo,2016-1,convenio_marco,Equipamiento para laboratorios,71445,2,2
Lo Espejo,2016-1,convenio_marco,Equipamiento y suministros médicos,9471707,8,8
Lo Espejo,2016-1,convenio_marco,"Equipos y suministros de defensa, orden público, protección y seguridad",979616,17,10
Lo Espejo,2016-1,convenio_marco,Equipos y suministros de limpieza,8823367,77,16
Lo Espejo,2016-1,convenio_marco,"Equipos, accesorios y suministros de oficina",56574416,223,56
Lo Espejo,2016-1,convenio_marco,Herramientas y maquinaria en general,500385,14,9
Lo Espejo,2016-1,convenio_marco,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",238941,11,9
Lo Espejo,2016-1,convenio_marco,Maquinaria para fabricación y transformación industrial,1239119,11,10
Lo Espejo,2016-1,convenio_marco,Maquinaria para generación y distribución de energía,1061650,5,4
Lo Espejo,2016-1,convenio_marco,Maquinaria para minería y perforación,146530,3,3
Lo Espejo,2016-1,convenio_marco,"Maquinarias, equipos y suministros para la industria de servicios",378000,1,1
Lo Espejo,2016-1,convenio_marco,Muebles y mobiliario,5254643,21,18
Lo Espejo,2016-1,convenio_marco,"Muebles, accesorios, electrodomésticos y productos electrónicos",99960,1,1
Lo Espejo,2016-1,convenio_marco,Productos de papel,22292993,67,29
Lo Espejo,2016-1,convenio_marco,"Productos derivados de minerales, plantas y animales",4984811,7,4
Lo Espejo,2016-1,convenio_marco,Productos impresos y publicaciones,2544758,12,9
Lo Espejo,2016-1,convenio_marco,Productos químicos industriales,631674,8,6
Lo Espejo,2016-1,convenio_marco,"Ropa, maletas y productos de aseo personal",12529234,21,8
Lo Espejo,2016-1,convenio_marco,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",1043158,3,3
Lo Espejo,2016-1,convenio_marco,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",26138652,7,6
Lo Espejo,2016-1,convenio_marco,Servicios de limpieza industrial,500940,1,1
Lo Espejo,2016-1,convenio_marco,"Servicios de transporte, almacenaje y correo",3068512,3,3
Lo Espejo,2016-1,convenio_marco,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",343500,2,2
Lo Espejo,2016-1,convenio_marco,"Servicios financieros, pensiones y seguros",971600,32,4
Lo Espejo,2016-1,convenio_marco,"Servicios profesionales, administrativos y consultorías de gestión empresarial",3147186,8,5
Lo Espejo,2016-1,convenio_marco,"Tecnologías de la información, telecomunicaciones y radiodifusión",6575931,14,10
Lo Espejo,2016-1,convenio_marco,Vehículos y equipamiento en general,2811650,2,2
Lo Espejo,2016-1,convenio_marco,,41851476,70,45
Lo Espejo,2016-1,licitacion,"Alimentos, bebidas y tabaco",4203832,12,12
Lo Espejo,2016-1,licitacion,Artículos de fabricación y producción,6788315,13,12
Lo Espejo,2016-1,licitacion,Artículos eléctricos y de iluminación,29605880,9,7
Lo Espejo,2016-1,licitacion,"Artículos para estructuras, obras y construcciones",15045712,14,14
Lo Espejo,2016-1,licitacion,Artículos para plantas y animales,6023000,6,4
Lo Espejo,2016-1,licitacion,"Combustibles, lubricantes y anticorrosivos",4158740,10,8
Lo Espejo,2016-1,licitacion,"Educación, formación, entrenamiento y capacitación",4538900,2,2
Lo Espejo,2016-1,licitacion,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",5966926,8,8
Lo Espejo,2016-1,licitacion,Equipamiento para laboratorios,47727481,90,12
Lo Espejo,2016-1,licitacion,Equipamiento para manejo y estiba de materiales,1961574,8,7
Lo Espejo,2016-1,licitacion,Equipamiento y suministros médicos,24307551,55,34
Lo Espejo,2016-1,licitacion,"Equipos y suministros de defensa, orden público, protección y seguridad",3080225,9,7
Lo Espejo,2016-1,licitacion,"Equipos y suministros de imprenta, fotográficos y audiovisuales",1010966,5,4
Lo Espejo,2016-1,licitacion,Equipos y suministros de limpieza,550000,1,1
Lo Espejo,2016-1,licitacion,"Equipos, accesorios y suministros de oficina",15974550,34,22
Lo Espejo,2016-1,licitacion,"Equipos, suministros y accesorios deportivos y recreativos",3830900,6,6
Lo Espejo,2016-1,licitacion,Herramientas y maquinaria en general,8490697,9,9
Lo Espejo,2016-1,licitacion,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",2929595,4,2
Lo Espejo,2016-1,licitacion,Maquinaria para construcción y edificación,1920000,1,1
Lo Espejo,2016-1,licitacion,Maquinaria para fabricación y transformación industrial,1331016,2,2
Lo Espejo,2016-1,licitacion,Maquinaria para generación y distribución de energía,2000752,7,5
Lo Espejo,2016-1,licitacion,Maquinaria para minería y perforación,4320000,1,1
Lo Espejo,2016-1,licitacion,Medicamentos y productos farmacéuticos,11128036,12,9
Lo Espejo,2016-1,licitacion,Muebles y mobiliario,3101015,6,4
Lo Espejo,2016-1,licitacion,"Muebles, accesorios, electrodomésticos y productos electrónicos",16587637,14,9
Lo Espejo,2016-1,licitacion,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",5950000,1,1
Lo Espejo,2016-1,licitacion,Productos de papel,4015493,17,14
Lo Espejo,2016-1,licitacion,"Productos derivados de minerales, plantas y animales",4816433,5,4
Lo Espejo,2016-1,licitacion,Productos impresos y publicaciones,1050000,5,3
Lo Espejo,2016-1,licitacion,Productos químicos industriales,4616451,9,6
Lo Espejo,2016-1,licitacion,"Resinas, cauchos, espumas y elastómeros",1580000,2,2
Lo Espejo,2016-1,licitacion,"Ropa, maletas y productos de aseo personal",10109917,33,16
Lo Espejo,2016-1,licitacion,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",388814,2,2
Lo Espejo,2016-1,licitacion,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",199501644,2,2
Lo Espejo,2016-1,licitacion,Servicios básicos y de información pública,1647064,14,14
Lo Espejo,2016-1,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",2730761,6,6
Lo Espejo,2016-1,licitacion,Servicios de construcción y mantenimiento,154388744,20,19
Lo Espejo,2016-1,licitacion,"Servicios de defensa nacional, orden público y seguridad",728783184,1,1
Lo Espejo,2016-1,licitacion,Servicios de limpieza industrial,410000830,5,5
Lo Espejo,2016-1,licitacion,Servicios de producción y fabricación industrial,124978352,2,2
Lo Espejo,2016-1,licitacion,"Servicios de transporte, almacenaje y correo",32991200,31,29
Lo Espejo,2016-1,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",11037643,59,12
Lo Espejo,2016-1,licitacion,"Servicios financieros, pensiones y seguros",120203950,10,10
Lo Espejo,2016-1,licitacion,"Servicios profesionales, administrativos y consultorías de gestión empresarial",32338000,6,6
Lo Espejo,2016-1,licitacion,"Tecnologías de la información, telecomunicaciones y radiodifusión",11144343,20,15
Lo Espejo,2016-1,licitacion,Vehículos y equipamiento en general,3202280,7,6
Lo Espejo,2016-1,trato_directo,Artículos de electrónica,155000,1,1
Lo Espejo,2016-1,trato_directo,Artículos eléctricos y de iluminación,378000,1,1
Lo Espejo,2016-1,trato_directo,"Educación, formación, entrenamiento y capacitación",3739992,2,2
Lo Espejo,2016-1,trato_directo,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",1035000,3,3
Lo Espejo,2016-1,trato_directo,Equipamiento para laboratorios,4000330,6,2
Lo Espejo,2016-1,trato_directo,Equipamiento para manejo y estiba de materiales,272000,2,1
Lo Espejo,2016-1,trato_directo,Equipamiento y suministros médicos,362000,2,1
Lo Espejo,2016-1,trato_directo,"Equipos y suministros de defensa, orden público, protección y seguridad",111424,1,1
Lo Espejo,2016-1,trato_directo,"Equipos, accesorios y suministros de oficina",117195,2,2
Lo Espejo,2016-1,trato_directo,"Equipos, suministros y accesorios deportivos y recreativos",646896,3,2
Lo Espejo,2016-1,trato_directo,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",965125,4,3
Lo Espejo,2016-1,trato_directo,Maquinaria para generación y distribución de energía,182655,2,2
Lo Espejo,2016-1,trato_directo,Medicamentos y productos farmacéuticos,18753550,41,3
Lo Espejo,2016-1,trato_directo,"Muebles, accesorios, electrodomésticos y productos electrónicos",319310,1,1
Lo Espejo,2016-1,trato_directo,Productos de papel,15647500,6,5
Lo Espejo,2016-1,trato_directo,"Productos derivados de minerales, plantas y animales",450000,1,1
Lo Espejo,2016-1,trato_directo,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",205,1,1
Lo Espejo,2016-1,trato_directo,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",7624998,6,5
Lo Espejo,2016-1,trato_directo,Servicios de construcción y mantenimiento,290000,1,1
Lo Espejo,2016-1,trato_directo,Servicios de cuidado personal y domésticos,4,4,4
Lo Espejo,2016-1,trato_directo,Servicios de limpieza industrial,13085407,2,2
Lo Espejo,2016-1,trato_directo,Servicios de producción y fabricación industrial,122000,1,1
Lo Espejo,2016-1,trato_directo,"Servicios de transporte, almacenaje y correo",120000,1,1
Lo Espejo,2016-1,trato_directo,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",11734100,11,10
Lo Espejo,2016-1,trato_directo,"Servicios profesionales, administrativos y consultorías de gestión empresarial",2375000,6,6
Lo Espejo,2016-1,trato_directo,"Tecnologías de la información, telecomunicaciones y radiodifusión",1224065,2,2
Lo Espejo,2016-1,trato_directo,Vehículos y equipamiento en general,271714,1,1
Lo Espejo,2016-2,convenio_marco,"Alimentos, bebidas y tabaco",23570079,297,32
Lo Espejo,2016-2,convenio_marco,Artículos de fabricación y producción,4691093,41,21
Lo Espejo,2016-2,convenio_marco,Artículos eléctricos y de iluminación,303849,2,1
Lo Espejo,2016-2,convenio_marco,"Artículos para estructuras, obras y construcciones",6559800,13,10
Lo Espejo,2016-2,convenio_marco,Artículos para plantas y animales,12300,1,1
Lo Espejo,2016-2,convenio_marco,"Combustibles, lubricantes y anticorrosivos",3795225,15,9
Lo Espejo,2016-2,convenio_marco,"Educación, formación, entrenamiento y capacitación",21735000,2,2
Lo Espejo,2016-2,convenio_marco,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",3684188,12,11
Lo Espejo,2016-2,convenio_marco,Equipamiento para laboratorios,216329,6,6
Lo Espejo,2016-2,convenio_marco,Equipamiento para manejo y estiba de materiales,24450,1,1
Lo Espejo,2016-2,convenio_marco,Equipamiento y suministros médicos,32724747,15,8
Lo Espejo,2016-2,convenio_marco,"Equipos y suministros de defensa, orden público, protección y seguridad",1901070,7,7
Lo Espejo,2016-2,convenio_marco,"Equipos y suministros de imprenta, fotográficos y audiovisuales",82628,1,1
Lo Espejo,2016-2,convenio_marco,Equipos y suministros de limpieza,211011,9,3
Lo Espejo,2016-2,convenio_marco,"Equipos, accesorios y suministros de oficina",63151567,340,78
Lo Espejo,2016-2,convenio_marco,Herramientas y maquinaria en general,605569,7,7
Lo Espejo,2016-2,convenio_marco,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",5226505,71,23
Lo Espejo,2016-2,convenio_marco,Maquinaria para fabricación y transformación industrial,333829,11,9
Lo Espejo,2016-2,convenio_marco,Maquinaria para generación y distribución de energía,33490,2,2
Lo Espejo,2016-2,convenio_marco,"Maquinarias, equipos y suministros para la industria de servicios",220000,1,1
Lo Espejo,2016-2,convenio_marco,Medicamentos y productos farmacéuticos,1098144,1,1
Lo Espejo,2016-2,convenio_marco,Muebles y mobiliario,47150558,38,33
Lo Espejo,2016-2,convenio_marco,"Muebles, accesorios, electrodomésticos y productos electrónicos",4505230,11,8
Lo Espejo,2016-2,convenio_marco,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",428400,1,1
Lo Espejo,2016-2,convenio_marco,Productos de papel,36487175,123,47
Lo Espejo,2016-2,convenio_marco,"Productos derivados de minerales, plantas y animales",879670,3,2
Lo Espejo,2016-2,convenio_marco,Productos impresos y publicaciones,3639177,24,12
Lo Espejo,2016-2,convenio_marco,Productos químicos industriales,576344,8,6
Lo Espejo,2016-2,convenio_marco,"Resinas, cauchos, espumas y elastómeros",2517000,1,1
Lo Espejo,2016-2,convenio_marco,"Ropa, maletas y productos de aseo personal",583610,8,6
Lo Espejo,2016-2,convenio_marco,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",4449984,4,4
Lo Espejo,2016-2,convenio_marco,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",138268867,73,30
Lo Espejo,2016-2,convenio_marco,Servicios de producción y fabricación industrial,120000,1,1
Lo Espejo,2016-2,convenio_marco,"Servicios de transporte, almacenaje y correo",2889300,5,5
Lo Espejo,2016-2,convenio_marco,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",9420079,12,12
Lo Espejo,2016-2,convenio_marco,"Servicios profesionales, administrativos y consultorías de gestión empresarial",19188589,24,23
Lo Espejo,2016-2,convenio_marco,"Tecnologías de la información, telecomunicaciones y radiodifusión",6778152,21,16
Lo Espejo,2016-2,convenio_marco,Vehículos y equipamiento en general,535432,2,1
Lo Espejo,2016-2,convenio_marco,,277484996,379,141
Lo Espejo,2016-2,licitacion,"Alimentos, bebidas y tabaco",15029740,22,22
Lo Espejo,2016-2,licitacion,Artículos de fabricación y producción,10261960,9,9
Lo Espejo,2016-2,licitacion,Artículos eléctricos y de iluminación,147363710,3,3
Lo Espejo,2016-2,licitacion,"Artículos para estructuras, obras y construcciones",14366333,15,14
Lo Espejo,2016-2,licitacion,Artículos para plantas y animales,2881393,7,7
Lo Espejo,2016-2,licitacion,"Combustibles, lubricantes y anticorrosivos",1188001,7,4
Lo Espejo,2016-2,licitacion,"Educación, formación, entrenamiento y capacitación",12325000,3,3
Lo Espejo,2016-2,licitacion,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",2013258,12,9
Lo Espejo,2016-2,licitacion,Equipamiento para laboratorios,74385107,104,11
Lo Espejo,2016-2,licitacion,Equipamiento para manejo y estiba de materiales,2255660,5,5
Lo Espejo,2016-2,licitacion,Equipamiento y suministros médicos,14444721,22,20
Lo Espejo,2016-2,licitacion,"Equipos y suministros de defensa, orden público, protección y seguridad",43215966,6,6
Lo Espejo,2016-2,licitacion,"Equipos y suministros de imprenta, fotográficos y audiovisuales",1398032,2,2
Lo Espejo,2016-2,licitacion,Equipos y suministros de limpieza,5354290,10,9
Lo Espejo,2016-2,licitacion,"Equipos, accesorios y suministros de oficina",25894159,34,33
Lo Espejo,2016-2,licitacion,"Equipos, suministros y accesorios deportivos y recreativos",15188233,15,14
Lo Espejo,2016-2,licitacion,Herramientas y maquinaria en general,3760509,6,6
Lo Espejo,2016-2,licitacion,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",14222200,10,10
Lo Espejo,2016-2,licitacion,Maquinaria para construcción y edificación,2512550,1,1
Lo Espejo,2016-2,licitacion,Maquinaria para fabricación y transformación industrial,504090,1,1
Lo Espejo,2016-2,licitacion,Maquinaria para generación y distribución de energía,3512496,8,6
Lo Espejo,2016-2,licitacion,Maquinaria para minería y perforación,4404400,2,2
Lo Espejo,2016-2,licitacion,"Maquinarias, equipos y suministros para la industria de servicios",1390320,3,2
Lo Espejo,2016-2,licitacion,Medicamentos y productos farmacéuticos,110083780,178,32
Lo Espejo,2016-2,licitacion,Muebles y mobiliario,1673260,4,2
Lo Espejo,2016-2,licitacion,"Muebles, accesorios, electrodomésticos y productos electrónicos",3762942,18,18
Lo Espejo,2016-2,licitacion,Productos de papel,4236852,21,20
Lo Espejo,2016-2,licitacion,"Productos derivados de minerales, plantas y animales",4764325,8,8
Lo Espejo,2016-2,licitacion,Productos impresos y publicaciones,1249374,4,4
Lo Espejo,2016-2,licitacion,Productos químicos industriales,1985576,6,5
Lo Espejo,2016-2,licitacion,"Resinas, cauchos, espumas y elastómeros",1452050,4,3
Lo Espejo,2016-2,licitacion,"Ropa, maletas y productos de aseo personal",14380625,22,17
Lo Espejo,2016-2,licitacion,"Salud, servicios sanitarios y alimentación",83613128,8,7
Lo Espejo,2016-2,licitacion,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",3781513,1,1
Lo Espejo,2016-2,licitacion,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",4463246,3,3
Lo Espejo,2016-2,licitacion,Servicios básicos y de información pública,1462189,10,10
Lo Espejo,2016-2,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",10279399,10,10
Lo Espejo,2016-2,licitacion,Servicios de construcción y mantenimiento,1076562330,20,20
Lo Espejo,2016-2,licitacion,Servicios de cuidado personal y domésticos,509700,1,1
Lo Espejo,2016-2,licitacion,"Servicios de defensa nacional, orden público y seguridad",31409285,3,3
Lo Espejo,2016-2,licitacion,Servicios de limpieza industrial,8372966,2,2
Lo Espejo,2016-2,licitacion,Servicios de producción y fabricación industrial,5985598,19,7
Lo Espejo,2016-2,licitacion,"Servicios de transporte, almacenaje y correo",55802675,34,31
Lo Espejo,2016-2,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",12974472,20,16
Lo Espejo,2016-2,licitacion,"Servicios financieros, pensiones y seguros",49476,1,1
Lo Espejo,2016-2,licitacion,"Servicios profesionales, administrativos y consultorías de gestión empresarial",1950000,2,2
Lo Espejo,2016-2,licitacion,"Tecnologías de la información, telecomunicaciones y radiodifusión",2823491,5,4
Lo Espejo,2016-2,licitacion,Vehículos y equipamiento en general,2248422,4,4
Lo Espejo,2016-2,trato_directo,"Alimentos, bebidas y tabaco",2168631,35,10
Lo Espejo,2016-2,trato_directo,Artículos de fabricación y producción,1413490,29,5
Lo Espejo,2016-2,trato_directo,Artículos eléctricos y de iluminación,165364,1,1
Lo Espejo,2016-2,trato_directo,"Artículos para estructuras, obras y construcciones",465475,2,2
Lo Espejo,2016-2,trato_directo,"Educación, formación, entrenamiento y capacitación",400168,2,2
Lo Espejo,2016-2,trato_directo,Equipamiento para laboratorios,901943,10,2
Lo Espejo,2016-2,trato_directo,Equipamiento para manejo y estiba de materiales,76120,2,2
Lo Espejo,2016-2,trato_directo,Equipamiento y suministros médicos,64463489,7,7
Lo Espejo,2016-2,trato_directo,"Equipos y suministros de defensa, orden público, protección y seguridad",371000,4,1
Lo Espejo,2016-2,trato_directo,Equipos y suministros de limpieza,339296,6,2
