municipalidad,anio_semestre,tipo_compra,RubroN1,monto_neto_clp,n_items,n_ordenes
La Granja,2023-1,licitacion,Servicios básicos y de información pública,12010656,1,1
La Granja,2023-1,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",24545544,9,7
La Granja,2023-1,licitacion,Servicios de construcción y mantenimiento,644109971,34,33
La Granja,2023-1,licitacion,"Servicios de defensa nacional, orden público y seguridad",23865546,1,1
La Granja,2023-1,licitacion,Servicios de limpieza industrial,2380040,2,2
La Granja,2023-1,licitacion,Servicios de producción y fabricación industrial,33862146,18,15
La Granja,2023-1,licitacion,"Servicios de transporte, almacenaje y correo",5877001,7,7
La Granja,2023-1,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",9090000,4,4
La Granja,2023-1,licitacion,"Servicios financieros, pensiones y seguros",10714287,3,3
La Granja,2023-1,licitacion,"Servicios profesionales, administrativos y consultorías de gestión empresarial",14849076,5,5
La Granja,2023-1,licitacion,"Tecnologías de la información, telecomunicaciones y radiodifusión",137125410,16,16
La Granja,2023-1,licitacion,Vehículos y equipamiento en general,356935340,5,5
La Granja,2023-1,trato_directo,"Alimentos, bebidas y tabaco",800000,2,2
La Granja,2023-1,trato_directo,"Artículos para estructuras, obras y construcciones",1895858,2,2
La Granja,2023-1,trato_directo,"Educación, formación, entrenamiento y capacitación",306669000,1,1
La Granja,2023-1,trato_directo,"Equipos y suministros de defensa, orden público, protección y seguridad",164113916,2,2
La Granja,2023-1,trato_directo,"Equipos, suministros y accesorios deportivos y recreativos",3888386,2,2
La Granja,2023-1,trato_directo,Herramientas y maquinaria en general,6308500,1,1
La Granja,2023-1,trato_directo,"Productos derivados de minerales, plantas y animales",1500000,1,1
La Granja,2023-1,trato_directo,Productos impresos y publicaciones,750000,1,1
La Granja,2023-1,trato_directo,"Resinas, cauchos, espumas y elastómeros",4245000,1,1
La Granja,2023-1,trato_directo,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",859363365,3,3
La Granja,2023-1,trato_directo,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",1200980,1,1
La Granja,2023-1,trato_directo,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",2521008,1,1
La Granja,2023-1,trato_directo,Servicios de construcción y mantenimiento,10923790,1,1
La Granja,2023-1,trato_directo,"Servicios de defensa nacional, orden público y seguridad",1,1,1
La Granja,2023-1,trato_directo,Servicios de producción y fabricación industrial,9813600,1,1
La Granja,2023-1,trato_directo,"Servicios de transporte, almacenaje y correo",33623790,4,4
La Granja,2023-1,trato_directo,"Tecnologías de la información, telecomunicaciones y radiodifusión",146060151,2,2
La Granja,2023-1,trato_directo,Vehículos y equipamiento en general,41535978,1,1
La Granja,2023-2,compra_agil,"Alimentos, bebidas y tabaco",15201369,149,34
La Granja,2023-2,compra_agil,Artículos de electrónica,482190,2,2
La Granja,2023-2,compra_agil,Artículos de fabricación y producción,11584716,41,24
La Granja,2023-2,compra_agil,Artículos eléctricos y de iluminación,3213798,17,9
La Granja,2023-2,compra_agil,"Artículos para estructuras, obras y construcciones",17837607,46,33
La Granja,2023-2,compra_agil,Artículos para plantas y animales,9677968,70,11
La Granja,2023-2,compra_agil,"Educación, formación, entrenamiento y capacitación",10477000,10,10
La Granja,2023-2,compra_agil,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",4078576,15,12
La Granja,2023-2,compra_agil,Equipamiento para laboratorios,6216785,29,24
La Granja,2023-2,compra_agil,Equipamiento para manejo y estiba de materiales,6585935,23,20
La Granja,2023-2,compra_agil,Equipamiento y suministros médicos,73717727,550,116
La Granja,2023-2,compra_agil,"Equipos y suministros de defensa, orden público, protección y seguridad",7174249,48,32
La Granja,2023-2,compra_agil,"Equipos y suministros de imprenta, fotográficos y audiovisuales",5823001,18,12
La Granja,2023-2,compra_agil,Equipos y suministros de limpieza,1776710,17,11
La Granja,2023-2,compra_agil,"Equipos, accesorios y suministros de oficina",23937640,124,61
La Granja,2023-2,compra_agil,"Equipos, suministros y accesorios deportivos y recreativos",16801016,124,20
La Granja,2023-2,compra_agil,Herramientas y maquinaria en general,3936445,35,15
La Granja,2023-2,compra_agil,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",25392177,96,33
La Granja,2023-2,compra_agil,"Maquinaria para agricultura, pesca y silvicultura",1012850,3,2
La Granja,2023-2,compra_agil,Maquinaria para fabricación y transformación industrial,1056968,6,5
La Granja,2023-2,compra_agil,Maquinaria para generación y distribución de energía,2160347,12,6
La Granja,2023-2,compra_agil,"Maquinarias, equipos y suministros para la industria de servicios",243170,3,3
La Granja,2023-2,compra_agil,Medicamentos y productos farmacéuticos,11364900,47,30
La Granja,2023-2,compra_agil,Muebles y mobiliario,18819700,48,42
La Granja,2023-2,compra_agil,"Muebles, accesorios, electrodomésticos y productos electrónicos",13116529,72,39
La Granja,2023-2,compra_agil,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",991500,2,2
La Granja,2023-2,compra_agil,Productos de papel,17364652,85,35
La Granja,2023-2,compra_agil,"Productos derivados de minerales, plantas y animales",3878701,9,8
La Granja,2023-2,compra_agil,Productos impresos y publicaciones,740000,2,2
La Granja,2023-2,compra_agil,Productos químicos industriales,1847366,6,6
La Granja,2023-2,compra_agil,"Resinas, cauchos, espumas y elastómeros",822640,3,3
La Granja,2023-2,compra_agil,"Ropa, maletas y productos de aseo personal",19917718,63,34
La Granja,2023-2,compra_agil,"Salud, servicios sanitarios y alimentación",1220200,17,2
La Granja,2023-2,compra_agil,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",4448600,12,4
La Granja,2023-2,compra_agil,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",178200,4,1
La Granja,2023-2,compra_agil,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",14153668,17,14
La Granja,2023-2,compra_agil,Servicios de cuidado personal y domésticos,640000,1,1
La Granja,2023-2,compra_agil,Servicios de producción y fabricación industrial,14339884,56,27
La Granja,2023-2,compra_agil,"Servicios de transporte, almacenaje y correo",8783061,14,6
La Granja,2023-2,compra_agil,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",24637156,93,16
La Granja,2023-2,compra_agil,"Servicios profesionales, administrativos y consultorías de gestión empresarial",34392302,35,35
La Granja,2023-2,compra_agil,"Tecnologías de la información, telecomunicaciones y radiodifusión",20853594,58,41
La Granja,2023-2,compra_agil,Vehículos y equipamiento en general,84976,2,2
La Granja,2023-2,convenio_marco,,524532586,120,59
La Granja,2023-2,licitacion,"Alimentos, bebidas y tabaco",11734902,6,6
La Granja,2023-2,licitacion,Artículos de electrónica,259800,1,1
La Granja,2023-2,licitacion,Artículos de fabricación y producción,18789695,11,9
La Granja,2023-2,licitacion,Artículos eléctricos y de iluminación,56220805,7,6
La Granja,2023-2,licitacion,"Artículos para estructuras, obras y construcciones",18187276,10,6
La Granja,2023-2,licitacion,Artículos para plantas y animales,11757682,13,6
La Granja,2023-2,licitacion,"Combustibles, lubricantes y anticorrosivos",656255,8,3
La Granja,2023-2,licitacion,"Educación, formación, entrenamiento y capacitación",1567500,1,1
La Granja,2023-2,licitacion,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",7659800,3,3
La Granja,2023-2,licitacion,Equipamiento para laboratorios,10389900,7,5
La Granja,2023-2,licitacion,Equipamiento para manejo y estiba de materiales,9381600,5,4
La Granja,2023-2,licitacion,Equipamiento y suministros médicos,69569045,52,32
La Granja,2023-2,licitacion,"Equipos y suministros de defensa, orden público, protección y seguridad",99480692,13,8
La Granja,2023-2,licitacion,Equipos y suministros de limpieza,50902074,24,12
La Granja,2023-2,licitacion,"Equipos, accesorios y suministros de oficina",3424905,12,5
La Granja,2023-2,licitacion,"Equipos, suministros y accesorios deportivos y recreativos",13695942,9,7
La Granja,2023-2,licitacion,Herramientas y maquinaria en general,450000,1,1
La Granja,2023-2,licitacion,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",50984050,5,4
La Granja,2023-2,licitacion,"Maquinaria para agricultura, pesca y silvicultura",1756500,4,1
La Granja,2023-2,licitacion,Maquinaria para fabricación y transformación industrial,77640,2,2
La Granja,2023-2,licitacion,Maquinaria para generación y distribución de energía,3646662,5,3
La Granja,2023-2,licitacion,"Maquinarias, equipos y suministros para la industria de servicios",5235308,1,1
La Granja,2023-2,licitacion,Medicamentos y productos farmacéuticos,24821666,18,10
La Granja,2023-2,licitacion,Muebles y mobiliario,22715424,20,14
La Granja,2023-2,licitacion,"Muebles, accesorios, electrodomésticos y productos electrónicos",16572700,15,7
La Granja,2023-2,licitacion,Productos de papel,45208978,18,13
La Granja,2023-2,licitacion,"Productos derivados de minerales, plantas y animales",7606047,13,7
La Granja,2023-2,licitacion,Productos impresos y publicaciones,2157840,1,1
La Granja,2023-2,licitacion,Productos químicos industriales,225301,4,3
La Granja,2023-2,licitacion,"Resinas, cauchos, espumas y elastómeros",2400000,1,1
La Granja,2023-2,licitacion,"Ropa, maletas y productos de aseo personal",33884625,20,13
La Granja,2023-2,licitacion,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",4150868767,6,3
La Granja,2023-2,licitacion,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",668007395,1,1
La Granja,2023-2,licitacion,Servicios básicos y de información pública,1,1,1
La Granja,2023-2,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",44263250,5,5
La Granja,2023-2,licitacion,Servicios de construcción y mantenimiento,9863334693,23,23
La Granja,2023-2,licitacion,"Servicios de defensa nacional, orden público y seguridad",393276934,1,1
La Granja,2023-2,licitacion,Servicios de limpieza industrial,14285714,1,1
La Granja,2023-2,licitacion,Servicios de producción y fabricación industrial,46152570,31,23
La Granja,2023-2,licitacion,"Servicios de transporte, almacenaje y correo",21805171,3,3
La Granja,2023-2,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",4380000,1,1
La Granja,2023-2,licitacion,"Servicios financieros, pensiones y seguros",14000,2,2
La Granja,2023-2,licitacion,"Servicios profesionales, administrativos y consultorías de gestión empresarial",91734571,18,18
La Granja,2023-2,licitacion,"Tecnologías de la información, telecomunicaciones y radiodifusión",78473969,35,26
La Granja,2023-2,licitacion,Vehículos y equipamiento en general,4761076,3,3
La Granja,2023-2,trato_directo,"Alimentos, bebidas y tabaco",21094418,3,3
La Granja,2023-2,trato_directo,Artículos eléctricos y de iluminación,54498028,3,3
La Granja,2023-2,trato_directo,Equipamiento para laboratorios,4077500,2,2
La Granja,2023-2,trato_directo,"Equipos y suministros de defensa, orden público, protección y seguridad",1242000,1,1
La Granja,2023-2,trato_directo,"Productos derivados de minerales, plantas y animales",3413000,2,1
La Granja,2023-2,trato_directo,Productos impresos y publicaciones,1652470,2,2
La Granja,2023-2,trato_directo,"Resinas, cauchos, espumas y elastómeros",1440000,1,1
La Granja,2023-2,trato_directo,"Ropa, maletas y productos de aseo personal",530000,1,1
La Granja,2023-2,trato_directo,"Salud, servicios sanitarios y alimentación",1,1,1
La Granja,2023-2,trato_directo,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",2952004,2,2
La Granja,2023-2,trato_directo,Servicios básicos y de información pública,1,1,1
La Granja,2023-2,trato_directo,Servicios de construcción y mantenimiento,2184415,1,1
La Granja,2023-2,trato_directo,Servicios de producción y fabricación industrial,4196934,1,1
La Granja,2023-2,trato_directo,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",5427490,3,3
La Granja,2023-2,trato_directo,"Servicios financieros, pensiones y seguros",6500000,1,1
La Granja,2023-2,trato_directo,"Tecnologías de la información, telecomunicaciones y radiodifusión",20787062,7,5
La Granja,2024-1,compra_agil,"Alimentos, bebidas y tabaco",9284318,57,21
La Granja,2024-1,compra_agil,Artículos de electrónica,138647,1,1
La Granja,2024-1,compra_agil,Artículos de fabricación y producción,5092095,34,16
La Granja,2024-1,compra_agil,Artículos eléctricos y de iluminación,4821464,41,8
La Granja,2024-1,compra_agil,"Artículos para estructuras, obras y construcciones",8674278,21,15
La Granja,2024-1,compra_agil,Artículos para plantas y animales,11940758,74,8
La Granja,2024-1,compra_agil,"Combustibles, lubricantes y anticorrosivos",2307600,9,3
La Granja,2024-1,compra_agil,"Educación, formación, entrenamiento y capacitación",1110000,2,2
La Granja,2024-1,compra_agil,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",2787123,7,7
La Granja,2024-1,compra_agil,Equipamiento para laboratorios,1896661,11,10
La Granja,2024-1,compra_agil,Equipamiento para manejo y estiba de materiales,5831560,38,13
La Granja,2024-1,compra_agil,Equipamiento y suministros médicos,59625144,560,80
La Granja,2024-1,compra_agil,"Equipos y suministros de defensa, orden público, protección y seguridad",8142730,20,17
La Granja,2024-1,compra_agil,"Equipos y suministros de imprenta, fotográficos y audiovisuales",2872554,9,7
La Granja,2024-1,compra_agil,Equipos y suministros de limpieza,5745961,33,14
La Granja,2024-1,compra_agil,"Equipos, accesorios y suministros de oficina",8703561,41,29
La Granja,2024-1,compra_agil,"Equipos, suministros y accesorios deportivos y recreativos",7562565,47,19
La Granja,2024-1,compra_agil,Herramientas y maquinaria en general,12438222,70,12
La Granja,2024-1,compra_agil,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",15462631,77,14
La Granja,2024-1,compra_agil,Maquinaria para fabricación y transformación industrial,427500,1,1
La Granja,2024-1,compra_agil,Maquinaria para generación y distribución de energía,2142699,25,7
La Granja,2024-1,compra_agil,"Maquinarias, equipos y suministros para la industria de servicios",207304,2,2
La Granja,2024-1,compra_agil,Medicamentos y productos farmacéuticos,7102174,23,16
La Granja,2024-1,compra_agil,Muebles y mobiliario,17550417,46,30
La Granja,2024-1,compra_agil,"Muebles, accesorios, electrodomésticos y productos electrónicos",9554213,30,24
La Granja,2024-1,compra_agil,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",1312530,2,2
La Granja,2024-1,compra_agil,Productos de papel,6742597,29,18
La Granja,2024-1,compra_agil,"Productos derivados de minerales, plantas y animales",4717333,12,11
La Granja,2024-1,compra_agil,Productos impresos y publicaciones,5324800,23,5
La Granja,2024-1,compra_agil,Productos químicos industriales,2788490,5,5
La Granja,2024-1,compra_agil,"Resinas, cauchos, espumas y elastómeros",92000,1,1
La Granja,2024-1,compra_agil,"Ropa, maletas y productos de aseo personal",12862276,65,29
La Granja,2024-1,compra_agil,"Salud, servicios sanitarios y alimentación",1470882,9,1
La Granja,2024-1,compra_agil,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",583000,2,2
La Granja,2024-1,compra_agil,Servicios básicos y de información pública,1551644,2,2
La Granja,2024-1,compra_agil,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",1496500,3,3
La Granja,2024-1,compra_agil,Servicios de cuidado personal y domésticos,660700,2,2
La Granja,2024-1,compra_agil,Servicios de producción y fabricación industrial,11899872,29,18
La Granja,2024-1,compra_agil,"Servicios de transporte, almacenaje y correo",1060000,1,1
La Granja,2024-1,compra_agil,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",5509850,12,8
La Granja,2024-1,compra_agil,"Servicios profesionales, administrativos y consultorías de gestión empresarial",2732000,3,3
La Granja,2024-1,compra_agil,"Tecnologías de la información, telecomunicaciones y radiodifusión",9919295,34,25
La Granja,2024-1,convenio_marco,,367535240,91,36
La Granja,2024-1,licitacion,"Alimentos, bebidas y tabaco",20891378,9,9
La Granja,2024-1,licitacion,Artículos de fabricación y producción,26919796,10,9
La Granja,2024-1,licitacion,Artículos eléctricos y de iluminación,790084812,5,5
La Granja,2024-1,licitacion,"Artículos para estructuras, obras y construcciones",171548562,19,12
La Granja,2024-1,licitacion,Artículos para plantas y animales,26611334,18,9
La Granja,2024-1,licitacion,"Educación, formación, entrenamiento y capacitación",1000000,1,1
La Granja,2024-1,licitacion,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",5465620,6,5
La Granja,2024-1,licitacion,Equipamiento para laboratorios,4952100,3,3
La Granja,2024-1,licitacion,Equipamiento para manejo y estiba de materiales,6510152,3,3
La Granja,2024-1,licitacion,Equipamiento y suministros médicos,272595912,87,41
La Granja,2024-1,licitacion,"Equipos y suministros de defensa, orden público, protección y seguridad",277149327,13,12
La Granja,2024-1,licitacion,"Equipos y suministros de imprenta, fotográficos y audiovisuales",11063762,4,4
La Granja,2024-1,licitacion,Equipos y suministros de limpieza,10836683,6,6
La Granja,2024-1,licitacion,"Equipos, accesorios y suministros de oficina",4887423,7,4
La Granja,2024-1,licitacion,"Equipos, suministros y accesorios deportivos y recreativos",19423394,12,8
La Granja,2024-1,licitacion,Herramientas y maquinaria en general,9256004,8,4
La Granja,2024-1,licitacion,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",1097620,3,2
La Granja,2024-1,licitacion,"Maquinaria para agricultura, pesca y silvicultura",1587000,1,1
La Granja,2024-1,licitacion,Maquinaria para generación y distribución de energía,5610320,2,2
La Granja,2024-1,licitacion,"Maquinarias, equipos y suministros para la industria de servicios",8439741,2,2
La Granja,2024-1,licitacion,Medicamentos y productos farmacéuticos,62792376,33,23
La Granja,2024-1,licitacion,Muebles y mobiliario,50980754,29,13
La Granja,2024-1,licitacion,"Muebles, accesorios, electrodomésticos y productos electrónicos",10303392,11,6
La Granja,2024-1,licitacion,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",1,1,1
La Granja,2024-1,licitacion,Productos de papel,7459701,8,4
La Granja,2024-1,licitacion,"Productos derivados de minerales, plantas y animales",16265141,13,7
La Granja,2024-1,licitacion,Productos impresos y publicaciones,18736000,12,4
La Granja,2024-1,licitacion,"Resinas, cauchos, espumas y elastómeros",5999000,1,1
La Granja,2024-1,licitacion,"Ropa, maletas y productos de aseo personal",69284188,35,19
La Granja,2024-1,licitacion,"Salud, servicios sanitarios y alimentación",2400002,3,3
La Granja,2024-1,licitacion,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",6078500,5,2
La Granja,2024-1,licitacion,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",52341318,3,2
La Granja,2024-1,licitacion,Servicios básicos y de información pública,25166844,2,2
La Granja,2024-1,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",12248000,3,3
La Granja,2024-1,licitacion,Servicios de construcción y mantenimiento,5833633263,29,29
La Granja,2024-1,licitacion,Servicios de cuidado personal y domésticos,1772254,2,2
La Granja,2024-1,licitacion,Servicios de limpieza industrial,1,1,1
La Granja,2024-1,licitacion,Servicios de producción y fabricación industrial,40106431,22,17
La Granja,2024-1,licitacion,"Servicios de transporte, almacenaje y correo",5,5,5
La Granja,2024-1,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",8999000,4,4
La Granja,2024-1,licitacion,"Servicios financieros, pensiones y seguros",3,3,3
La Granja,2024-1,licitacion,"Servicios profesionales, administrativos y consultorías de gestión empresarial",63102001,16,9
La Granja,2024-1,licitacion,"Tecnologías de la información, telecomunicaciones y radiodifusión",36180751,10,8
La Granja,2024-1,licitacion,Vehículos y equipamiento en general,11640886,6,6
La Granja,2024-1,trato_directo,Artículos eléctricos y de iluminación,30990737,4,3
La Granja,2024-1,trato_directo,"Artículos para estructuras, obras y construcciones",18895339,1,1
La Granja,2024-1,trato_directo,"Educación, formación, entrenamiento y capacitación",7243268,2,2
La Granja,2024-1,trato_directo,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",7489325,1,1
La Granja,2024-1,trato_directo,Equipamiento y suministros médicos,3278857,1,1
La Granja,2024-1,trato_directo,"Equipos, suministros y accesorios deportivos y recreativos",1592000,1,1
La Granja,2024-1,trato_directo,"Productos derivados de minerales, plantas y animales",1245000,2,2
La Granja,2024-1,trato_directo,"Resinas, cauchos, espumas y elastómeros",4500000,1,1
La Granja,2024-1,trato_directo,"Salud, servicios sanitarios y alimentación",41176473,9,9
La Granja,2024-1,trato_directo,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",3173378,3,2
La Granja,2024-1,trato_directo,Servicios básicos y de información pública,293345,1,1
La Granja,2024-1,trato_directo,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",810000,1,1
La Granja,2024-1,trato_directo,Servicios de construcción y mantenimiento,43144096,3,3
La Granja,2024-1,trato_directo,"Servicios de transporte, almacenaje y correo",5100000,2,2
La Granja,2024-1,trato_directo,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",1193000,3,2
La Granja,2024-1,trato_directo,"Servicios financieros, pensiones y seguros",18000000,1,1
La Granja,2024-1,trato_directo,"Tecnologías de la información, telecomunicaciones y radiodifusión",19062495,2,2
La Granja,2024-2,compra_agil,"Alimentos, bebidas y tabaco",15243689,58,40
La Granja,2024-2,compra_agil,Artículos de electrónica,66172,1,1
La Granja,2024-2,compra_agil,Artículos de fabricación y producción,5993181,44,22
La Granja,2024-2,compra_agil,Artículos eléctricos y de iluminación,4267510,13,12
La Granja,2024-2,compra_agil,"Artículos para estructuras, obras y construcciones",16023889,45,23
La Granja,2024-2,compra_agil,Artículos para plantas y animales,5334100,37,6
La Granja,2024-2,compra_agil,"Combustibles, lubricantes y anticorrosivos",967795,12,4
La Granja,2024-2,compra_agil,"Educación, formación, entrenamiento y capacitación",13133000,19,19
La Granja,2024-2,compra_agil,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",2672919,41,13
La Granja,2024-2,compra_agil,Equipamiento para laboratorios,10914044,21,17
La Granja,2024-2,compra_agil,Equipamiento para manejo y estiba de materiales,4123141,19,13
La Granja,2024-2,compra_agil,Equipamiento y suministros médicos,70475463,429,107
La Granja,2024-2,compra_agil,"Equipos y suministros de defensa, orden público, protección y seguridad",8382690,40,28
La Granja,2024-2,compra_agil,"Equipos y suministros de imprenta, fotográficos y audiovisuales",3782915,5,5
La Granja,2024-2,compra_agil,Equipos y suministros de limpieza,4040349,27,11
La Granja,2024-2,compra_agil,"Equipos, accesorios y suministros de oficina",9635842,64,30
La Granja,2024-2,compra_agil,"Equipos, suministros y accesorios deportivos y recreativos",14092887,52,19
La Granja,2024-2,compra_agil,Herramientas y maquinaria en general,5787095,39,9
La Granja,2024-2,compra_agil,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",6431201,55,17
La Granja,2024-2,compra_agil,"Maquinaria para agricultura, pesca y silvicultura",363024,1,1
La Granja,2024-2,compra_agil,Maquinaria para construcción y edificación,110000,1,1
La Granja,2024-2,compra_agil,Maquinaria para fabricación y transformación industrial,836534,5,5
La Granja,2024-2,compra_agil,Maquinaria para generación y distribución de energía,1769739,8,8
La Granja,2024-2,compra_agil,Maquinaria para minería y perforación,1331590,2,2
La Granja,2024-2,compra_agil,"Maquinarias, equipos y suministros para la industria de servicios",451389,5,5
La Granja,2024-2,compra_agil,Medicamentos y productos farmacéuticos,10912630,31,22
La Granja,2024-2,compra_agil,Muebles y mobiliario,29787759,184,39
La Granja,2024-2,compra_agil,"Muebles, accesorios, electrodomésticos y productos electrónicos",8789435,56,37
La Granja,2024-2,compra_agil,"Organizaciones sociales, laborales y clubes",1226800,1,1
La Granja,2024-2,compra_agil,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",360000,1,1
La Granja,2024-2,compra_agil,Productos de papel,8941058,25,19
La Granja,2024-2,compra_agil,"Productos derivados de minerales, plantas y animales",4519669,28,17
La Granja,2024-2,compra_agil,Productos impresos y publicaciones,1666600,4,1
La Granja,2024-2,compra_agil,Productos químicos industriales,1446136,30,3
La Granja,2024-2,compra_agil,"Resinas, cauchos, espumas y elastómeros",349353,2,2
La Granja,2024-2,compra_agil,"Ropa, maletas y productos de aseo personal",9843621,32,19
La Granja,2024-2,compra_agil,"Salud, servicios sanitarios y alimentación",406400,2,2
La Granja,2024-2,compra_agil,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",1048000,4,1
La Granja,2024-2,compra_agil,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",77000,1,1
La Granja,2024-2,compra_agil,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",4854400,6,6
La Granja,2024-2,compra_agil,"Servicios de defensa nacional, orden público y seguridad",750000,1,1
La Granja,2024-2,compra_agil,Servicios de producción y fabricación industrial,10695930,40,16
La Granja,2024-2,compra_agil,"Servicios de transporte, almacenaje y correo",3367900,3,3
La Granja,2024-2,compra_agil,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",325000,2,2
La Granja,2024-2,compra_agil,"Servicios profesionales, administrativos y consultorías de gestión empresarial",17122744,32,18
La Granja,2024-2,compra_agil,"Tecnologías de la información, telecomunicaciones y radiodifusión",9343374,25,21
La Granja,2024-2,compra_agil,Vehículos y equipamiento en general,2236120,5,5
La Granja,2024-2,convenio_marco,,913864349,92,36
La Granja,2024-2,licitacion,"Alimentos, bebidas y tabaco",25650858,24,9
La Granja,2024-2,licitacion,Artículos de fabricación y producción,14275069,5,5
La Granja,2024-2,licitacion,Artículos eléctricos y de iluminación,115985327,9,6
La Granja,2024-2,licitacion,"Artículos para estructuras, obras y construcciones",74231042,21,14
La Granja,2024-2,licitacion,Artículos para plantas y animales,22025366,10,8
La Granja,2024-2,licitacion,"Educación, formación, entrenamiento y capacitación",13820000,5,5
La Granja,2024-2,licitacion,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",4280039,3,3
La Granja,2024-2,licitacion,Equipamiento para laboratorios,15972500,13,6
La Granja,2024-2,licitacion,Equipamiento para manejo y estiba de materiales,8785000,4,3
La Granja,2024-2,licitacion,Equipamiento y suministros médicos,59830225,55,27
La Granja,2024-2,licitacion,"Equipos y suministros de defensa, orden público, protección y seguridad",4954000,3,3
La Granja,2024-2,licitacion,Equipos y suministros de limpieza,7538725,3,3
La Granja,2024-2,licitacion,"Equipos, accesorios y suministros de oficina",44105434,21,15
La Granja,2024-2,licitacion,"Equipos, suministros y accesorios deportivos y recreativos",40728321,14,7
La Granja,2024-2,licitacion,Herramientas y maquinaria en general,5386000,3,3
La Granja,2024-2,licitacion,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",53388724,3,3
La Granja,2024-2,licitacion,Maquinaria para construcción y edificación,103500000,1,1
La Granja,2024-2,licitacion,Maquinaria para generación y distribución de energía,5242553,3,2
La Granja,2024-2,licitacion,Medicamentos y productos farmacéuticos,34981065,20,8
La Granja,2024-2,licitacion,Muebles y mobiliario,63025249,22,17
La Granja,2024-2,licitacion,"Muebles, accesorios, electrodomésticos y productos electrónicos",13313827,8,4
La Granja,2024-2,licitacion,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",7500000,1,1
La Granja,2024-2,licitacion,Productos de papel,9786000,2,2
La Granja,2024-2,licitacion,"Productos derivados de minerales, plantas y animales",3559000,8,2
La Granja,2024-2,licitacion,"Ropa, maletas y productos de aseo personal",30880945,15,11
La Granja,2024-2,licitacion,"Salud, servicios sanitarios y alimentación",2,2,2
La Granja,2024-2,licitacion,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",5705042,3,3
La Granja,2024-2,licitacion,Servicios básicos y de información pública,3000000,3,1
La Granja,2024-2,licitacion,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",68463439,11,9
La Granja,2024-2,licitacion,Servicios de construcción y mantenimiento,1811548256,21,18
La Granja,2024-2,licitacion,Servicios de cuidado personal y domésticos,12391600,5,2
La Granja,2024-2,licitacion,Servicios de limpieza industrial,73080000,2,2
La Granja,2024-2,licitacion,Servicios de producción y fabricación industrial,36542118,31,18
La Granja,2024-2,licitacion,"Servicios de transporte, almacenaje y correo",30249009,13,13
La Granja,2024-2,licitacion,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",12986000,6,6
La Granja,2024-2,licitacion,"Servicios financieros, pensiones y seguros",234161113,4,4
