municipalidad,anio_semestre,tipo_compra,TamanoProveedor,monto_neto_clp,n_items,n_ordenes,n_proveedores
Estación Central,2024-1,licitacion,Pequeña,276882214,38,30,24
Estación Central,2024-1,trato_directo,Grande,119182651,15,15,12
Estación Central,2024-1,trato_directo,Mediana,128247904,11,11,8
Estación Central,2024-1,trato_directo,Micro,76192392,14,13,12
Estación Central,2024-1,trato_directo,NoClasificado,19793000,5,5,4
Estación Central,2024-1,trato_directo,Pequeña,175769035,21,21,19
Estación Central,2024-2,compra_agil,1.0,144332435,222,169,51
Estación Central,2024-2,compra_agil,2.0,157878630,307,190,67
Estación Central,2024-2,compra_agil,3.0,191648777,321,243,120
Estación Central,2024-2,compra_agil,4.0,350813240,643,403,190
Estación Central,2024-2,compra_agil,Micro,2327000,4,4,2
Estación Central,2024-2,compra_agil,NoClasificado,222412547,363,249,116
Estación Central,2024-2,convenio_marco,1.0,366203912,520,48,12
Estación Central,2024-2,convenio_marco,2.0,222130647,33,13,9
Estación Central,2024-2,convenio_marco,3.0,7232189,8,3,3
Estación Central,2024-2,convenio_marco,4.0,37549809,18,4,3
Estación Central,2024-2,convenio_marco,NoClasificado,8196600,3,3,2
Estación Central,2024-2,licitacion,1.0,781843994,82,15,13
Estación Central,2024-2,licitacion,2.0,258404572,18,15,14
Estación Central,2024-2,licitacion,3.0,108100808,17,13,11
Estación Central,2024-2,licitacion,4.0,1012277887,82,53,42
Estación Central,2024-2,licitacion,NoClasificado,108678619,10,10,10
Estación Central,2024-2,licitacion,Pequeña,17639620,1,1,1
Estación Central,2024-2,trato_directo,1.0,95978531,13,13,9
Estación Central,2024-2,trato_directo,2.0,95699507,9,9,7
Estación Central,2024-2,trato_directo,3.0,63562046,9,9,9
Estación Central,2024-2,trato_directo,4.0,79741100,11,10,9
Estación Central,2024-2,trato_directo,NoClasificado,58509847,8,8,7
Estación Central,2024-2,trato_directo,Pequeña,247899,1,1,1
Estación Central,2025-1,compra_agil,Grande,92330480,62,20,13
Estación Central,2025-1,compra_agil,Mediana,133446416,104,76,47
Estación Central,2025-1,compra_agil,Micro,125023955,99,73,45
Estación Central,2025-1,compra_agil,NoClasificado,124321685,126,65,53
Estación Central,2025-1,compra_agil,Pequeña,297449073,248,159,109
Estación Central,2025-1,convenio_marco,Grande,203367477,102,23,7
Estación Central,2025-1,convenio_marco,Mediana,135375034,123,11,7
Estación Central,2025-1,convenio_marco,Micro,16495000,6,3,3
Estación Central,2025-1,convenio_marco,NoClasificado,6711148,17,2,1
Estación Central,2025-1,convenio_marco,Pequeña,62575036,96,7,5
Estación Central,2025-1,licitacion,Grande,262705842,150,13,8
Estación Central,2025-1,licitacion,Mediana,1506314474,9,5,4
Estación Central,2025-1,licitacion,Micro,708906441,6,6,6
Estación Central,2025-1,licitacion,NoClasificado,255623866,23,3,3
Estación Central,2025-1,licitacion,Pequeña,938057255,49,19,13
Estación Central,2025-1,trato_directo,Grande,600000,1,1,1
Estación Central,2025-1,trato_directo,Mediana,12664800,1,1,1
Estación Central,2025-1,trato_directo,Micro,500000,1,1,1
Estación Central,2025-1,trato_directo,NoClasificado,25677652,3,3,3
Estación Central,2025-1,trato_directo,Pequeña,51838774,3,3,3
Estación Central,2025-2,compra_agil,Grande,183740522,191,29,15
Estación Central,2025-2,compra_agil,Mediana,137361103,170,98,51
Estación Central,2025-2,compra_agil,Micro,176734005,209,130,86
Estación Central,2025-2,compra_agil,NoClasificado,176555049,236,115,87
Estación Central,2025-2,compra_agil,Pequeña,189696442,302,160,93
Estación Central,2025-2,convenio_marco,Grande,84919894,100,20,6
Estación Central,2025-2,convenio_marco,Mediana,139447717,276,17,8
Estación Central,2025-2,convenio_marco,NoClasificado,87715681,19,6,3
Estación Central,2025-2,convenio_marco,Pequeña,56279810,11,5,5
Estación Central,2025-2,licitacion,Grande,782507627,13,9,7
Estación Central,2025-2,licitacion,Mediana,1443859766,8,8,5
Estación Central,2025-2,licitacion,Micro,64189248,2,2,2
Estación Central,2025-2,licitacion,NoClasificado,17319650,1,1,1
Estación Central,2025-2,licitacion,Pequeña,851459416,27,9,7
Estación Central,2025-2,trato_directo,Grande,1067908,2,2,2
Estación Central,2025-2,trato_directo,Mediana,3888000,2,1,1
Estación Central,2025-2,trato_directo,NoClasificado,28151260,1,1,1
Estación Central,2025-2,trato_directo,Pequeña,4449000,2,2,2
Huechuraba,2015-1,convenio_marco,Grande,207245475,325,102,36
Huechuraba,2015-1,convenio_marco,Mediana,65849935,292,91,34
Huechuraba,2015-1,convenio_marco,Micro,111898084,238,201,45
Huechuraba,2015-1,convenio_marco,Pequeña,100724179,139,99,43
Huechuraba,2015-1,licitacion,Grande,435164269,143,37,24
Huechuraba,2015-1,licitacion,Mediana,184019955,261,43,21
Huechuraba,2015-1,licitacion,Micro,529809295,417,65,58
Huechuraba,2015-1,licitacion,Pequeña,1519763787,280,50,45
Huechuraba,2015-1,trato_directo,Grande,235335334,26,22,15
Huechuraba,2015-1,trato_directo,Mediana,32565025,10,10,9
Huechuraba,2015-1,trato_directo,Micro,76739480,48,43,29
Huechuraba,2015-1,trato_directo,Pequeña,106379884,26,26,14
Huechuraba,2015-2,convenio_marco,Grande,172277379,512,131,44
Huechuraba,2015-2,convenio_marco,Mediana,76306394,307,104,43
Huechuraba,2015-2,convenio_marco,Micro,154167226,325,169,79
Huechuraba,2015-2,convenio_marco,NoClasificado,506400,1,1,1
Huechuraba,2015-2,convenio_marco,Pequeña,115895207,253,149,63
Huechuraba,2015-2,licitacion,Grande,710979549,153,59,32
Huechuraba,2015-2,licitacion,Mediana,379186348,318,59,26
Huechuraba,2015-2,licitacion,Micro,366876093,621,133,92
Huechuraba,2015-2,licitacion,NoClasificado,10857567,187,8,2
Huechuraba,2015-2,licitacion,Pequeña,676293234,614,98,78
Huechuraba,2015-2,trato_directo,Grande,51125716,25,23,17
Huechuraba,2015-2,trato_directo,Mediana,12487334,18,13,8
Huechuraba,2015-2,trato_directo,Micro,207373545,64,59,41
Huechuraba,2015-2,trato_directo,Pequeña,183263975,65,35,23
Huechuraba,2016-1,convenio_marco,Grande,105449785,404,108,30
Huechuraba,2016-1,convenio_marco,Mediana,56518821,137,67,32
Huechuraba,2016-1,convenio_marco,Micro,218218464,427,189,74
Huechuraba,2016-1,convenio_marco,Pequeña,174261664,550,153,52
Huechuraba,2016-1,licitacion,Grande,191347843,146,38,26
Huechuraba,2016-1,licitacion,Mediana,203806508,153,31,14
Huechuraba,2016-1,licitacion,Micro,253566619,297,54,48
Huechuraba,2016-1,licitacion,Pequeña,715224971,319,57,49
Huechuraba,2016-1,trato_directo,Grande,44924031,259,57,27
Huechuraba,2016-1,trato_directo,Mediana,37238016,54,18,14
Huechuraba,2016-1,trato_directo,Micro,58358625,45,39,26
Huechuraba,2016-1,trato_directo,Pequeña,32066997,25,18,15
Huechuraba,2016-2,convenio_marco,Grande,301774780,668,178,41
Huechuraba,2016-2,convenio_marco,Mediana,77644698,202,77,44
Huechuraba,2016-2,convenio_marco,Micro,273059769,649,302,104
Huechuraba,2016-2,convenio_marco,Pequeña,246838298,423,187,77
Huechuraba,2016-2,licitacion,Grande,651335685,268,59,35
Huechuraba,2016-2,licitacion,Mediana,3049596934,261,48,27
Huechuraba,2016-2,licitacion,Micro,239836129,636,106,76
Huechuraba,2016-2,licitacion,NoClasificado,3456675,66,4,1
Huechuraba,2016-2,licitacion,Pequeña,571483145,475,89,58
Huechuraba,2016-2,trato_directo,Grande,44189201,276,73,31
Huechuraba,2016-2,trato_directo,Mediana,17605448,36,19,16
Huechuraba,2016-2,trato_directo,Micro,48406181,43,35,28
Huechuraba,2016-2,trato_directo,Pequeña,83778985,22,21,17
Huechuraba,2017-1,convenio_marco,Grande,172242779,439,155,41
Huechuraba,2017-1,convenio_marco,Mediana,65165171,243,129,44
Huechuraba,2017-1,convenio_marco,Micro,284384644,732,314,112
Huechuraba,2017-1,convenio_marco,Pequeña,150338700,420,176,81
Huechuraba,2017-1,licitacion,Grande,98867608,26,10,7
Huechuraba,2017-1,licitacion,Mediana,97455700,26,12,10
Huechuraba,2017-1,licitacion,Micro,256860889,329,76,64
Huechuraba,2017-1,licitacion,NoClasificado,17938164,116,3,1
Huechuraba,2017-1,licitacion,Pequeña,598695269,379,48,37
Huechuraba,2017-1,trato_directo,Grande,48729382,348,88,36
Huechuraba,2017-1,trato_directo,Mediana,11196325,32,15,11
Huechuraba,2017-1,trato_directo,Micro,111420024,81,42,25
Huechuraba,2017-1,trato_directo,Pequeña,240227670,35,30,25
Huechuraba,2017-2,convenio_marco,Grande,383562124,1002,255,56
Huechuraba,2017-2,convenio_marco,Mediana,130972478,447,170,56
Huechuraba,2017-2,convenio_marco,Micro,561302180,1562,436,139
Huechuraba,2017-2,convenio_marco,Pequeña,259705212,881,246,89
Huechuraba,2017-2,licitacion,Grande,309414686,107,39,30
Huechuraba,2017-2,licitacion,Mediana,520598671,263,39,23
Huechuraba,2017-2,licitacion,Micro,910077036,413,139,88
Huechuraba,2017-2,licitacion,NoClasificado,4021670,60,5,1
Huechuraba,2017-2,licitacion,Pequeña,388281385,364,75,56
Huechuraba,2017-2,trato_directo,Grande,88153676,412,76,30
Huechuraba,2017-2,trato_directo,Mediana,43611582,44,28,19
Huechuraba,2017-2,trato_directo,Micro,76251573,49,37,33
Huechuraba,2017-2,trato_directo,Pequeña,51030274,22,20,14
Huechuraba,2018-1,convenio_marco,Grande,236487720,598,196,54
Huechuraba,2018-1,convenio_marco,Mediana,143196683,410,172,44
Huechuraba,2018-1,convenio_marco,Micro,410670369,1086,420,140
Huechuraba,2018-1,convenio_marco,Pequeña,143301062,690,218,88
Huechuraba,2018-1,licitacion,Grande,43720650,71,30,18
Huechuraba,2018-1,licitacion,Mediana,213226537,71,35,23
Huechuraba,2018-1,licitacion,Micro,582480924,234,93,72
Huechuraba,2018-1,licitacion,NoClasificado,1339149,2,2,1
Huechuraba,2018-1,licitacion,Pequeña,668530974,230,65,53
Huechuraba,2018-1,trato_directo,Grande,577248456,270,64,35
Huechuraba,2018-1,trato_directo,Mediana,7760663,30,14,12
Huechuraba,2018-1,trato_directo,Micro,98365460,44,36,24
Huechuraba,2018-1,trato_directo,NoClasificado,2800000,1,1,1
Huechuraba,2018-1,trato_directo,Pequeña,179801896,25,22,19
Huechuraba,2018-2,convenio_marco,Grande,399047491,1168,330,65
Huechuraba,2018-2,convenio_marco,Mediana,239739334,689,183,57
Huechuraba,2018-2,convenio_marco,Micro,822986731,1723,679,178
Huechuraba,2018-2,convenio_marco,Pequeña,297258202,1235,313,107
Huechuraba,2018-2,licitacion,Grande,697810137,54,29,21
Huechuraba,2018-2,licitacion,Mediana,96929559,30,23,16
Huechuraba,2018-2,licitacion,Micro,295692498,125,77,70
Huechuraba,2018-2,licitacion,NoClasificado,1894980,1,1,1
Huechuraba,2018-2,licitacion,Pequeña,360814351,99,50,38
Huechuraba,2018-2,trato_directo,Grande,107488244,335,56,31
Huechuraba,2018-2,trato_directo,Mediana,36987119,44,20,14
Huechuraba,2018-2,trato_directo,Micro,384729776,76,58,31
Huechuraba,2018-2,trato_directo,Pequeña,624513246,40,26,18
Huechuraba,2019-1,convenio_marco,Grande,277893516,693,212,55
Huechuraba,2019-1,convenio_marco,Mediana,292800281,367,121,41
Huechuraba,2019-1,convenio_marco,Micro,644332537,1065,432,136
Huechuraba,2019-1,convenio_marco,Pequeña,230342148,783,200,86
Huechuraba,2019-1,licitacion,Grande,2499998493,135,33,24
Huechuraba,2019-1,licitacion,Mediana,2775531596,72,21,19
Huechuraba,2019-1,licitacion,Micro,995258266,94,67,59
Huechuraba,2019-1,licitacion,Pequeña,919390889,222,45,36
Huechuraba,2019-1,trato_directo,Grande,60426191,107,32,23
Huechuraba,2019-1,trato_directo,Mediana,31342469,25,16,13
Huechuraba,2019-1,trato_directo,Micro,129042407,48,32,26
Huechuraba,2019-1,trato_directo,Pequeña,57356855,28,22,16
Huechuraba,2019-2,convenio_marco,Grande,375023284,1045,260,58
Huechuraba,2019-2,convenio_marco,Mediana,193994052,548,150,49
Huechuraba,2019-2,convenio_marco,Micro,689047477,1311,545,169
Huechuraba,2019-2,convenio_marco,NoClasificado,4935000,2,2,1
Huechuraba,2019-2,convenio_marco,Pequeña,228013300,853,256,95
Huechuraba,2019-2,licitacion,Grande,1330068392,120,33,25
Huechuraba,2019-2,licitacion,Mediana,392898423,60,25,19
Huechuraba,2019-2,licitacion,Micro,9621331331,139,68,62
Huechuraba,2019-2,licitacion,NoClasificado,6268116,2,2,1
Huechuraba,2019-2,licitacion,Pequeña,5121899050,76,41,34
Huechuraba,2019-2,trato_directo,Grande,79406009,91,27,17
Huechuraba,2019-2,trato_directo,Mediana,34081952,15,13,12
Huechuraba,2019-2,trato_directo,Micro,155427164,71,40,31
Huechuraba,2019-2,trato_directo,Pequeña,81156646,26,21,19
Huechuraba,2020-1,compra_agil,Grande,1259808,1,1,1
Huechuraba,2020-1,compra_agil,Micro,521751,2,2,2
Huechuraba,2020-1,compra_agil,Pequeña,282000,1,1,1
Huechuraba,2020-1,convenio_marco,Grande,234066985,315,118,37
Huechuraba,2020-1,convenio_marco,Mediana,103136135,372,67,31
Huechuraba,2020-1,convenio_marco,Micro,359914931,552,224,102
Huechuraba,2020-1,convenio_marco,Pequeña,144024287,357,103,59
Huechuraba,2020-1,licitacion,Grande,67379555,67,33,20
Huechuraba,2020-1,licitacion,Mediana,552452516,49,25,16
Huechuraba,2020-1,licitacion,Micro,280037239,90,48,41
Huechuraba,2020-1,licitacion,Pequeña,250832622,182,49,33
Huechuraba,2020-1,trato_directo,Grande,105507866,106,26,18
Huechuraba,2020-1,trato_directo,Mediana,111109138,45,18,13
Huechuraba,2020-1,trato_directo,Micro,196219689,97,47,32
Huechuraba,2020-1,trato_directo,NoClasificado,1242269,2,2,2
Huechuraba,2020-1,trato_directo,Pequeña,236386160,55,31,22
Huechuraba,2020-2,compra_agil,Grande,8648330,14,13,7
Huechuraba,2020-2,compra_agil,Mediana,5238577,18,10,9
Huechuraba,2020-2,compra_agil,Micro,20114696,75,34,27
Huechuraba,2020-2,compra_agil,NoClasificado,10785690,100,13,12
Huechuraba,2020-2,compra_agil,Pequeña,13609393,54,30,26
Huechuraba,2020-2,convenio_marco,Grande,189881473,249,104,44
Huechuraba,2020-2,convenio_marco,Mediana,103445419,323,74,33
Huechuraba,2020-2,convenio_marco,Micro,440523016,385,208,96
Huechuraba,2020-2,convenio_marco,Pequeña,145749389,230,110,59
Huechuraba,2020-2,licitacion,Grande,588961055,67,33,22
Huechuraba,2020-2,licitacion,Mediana,506875859,41,29,22
Huechuraba,2020-2,licitacion,Micro,1920094800,117,64,48
Huechuraba,2020-2,licitacion,NoClasificado,13331200,7,6,4
Huechuraba,2020-2,licitacion,Pequeña,282817852,99,58,46
Huechuraba,2020-2,trato_directo,Grande,84312310,100,20,12
Huechuraba,2020-2,trato_directo,Mediana,38337733,23,11,8
Huechuraba,2020-2,trato_directo,Micro,137844780,56,26,21
Huechuraba,2020-2,trato_directo,NoClasificado,22000000,2,2,2
Huechuraba,2020-2,trato_directo,Pequeña,175177801,14,14,10
Huechuraba,2021-1,compra_agil,Grande,35305697,127,52,33
Huechuraba,2021-1,compra_agil,Mediana,11200622,61,16,12
Huechuraba,2021-1,compra_agil,Micro,100386504,1076,146,111
Huechuraba,2021-1,compra_agil,NoClasificado,243875,2,2,2
Huechuraba,2021-1,compra_agil,Pequeña,46282370,262,59,47
Huechuraba,2021-1,convenio_marco,Grande,296023501,229,93,52
Huechuraba,2021-1,convenio_marco,Mediana,147251810,156,40,21
Huechuraba,2021-1,convenio_marco,Micro,123651016,152,96,45
Huechuraba,2021-1,convenio_marco,Pequeña,45808792,79,51,18
Huechuraba,2021-1,licitacion,Grande,1037416681,164,39,31
Huechuraba,2021-1,licitacion,Mediana,586814961,24,16,14
Huechuraba,2021-1,licitacion,Micro,619752047,116,67,58
Huechuraba,2021-1,licitacion,Pequeña,1064973526,107,44,35
Huechuraba,2021-1,trato_directo,Grande,114483674,111,28,19
Huechuraba,2021-1,trato_directo,Mediana,514122317,20,10,7
Huechuraba,2021-1,trato_directo,Micro,338571494,58,35,24
Huechuraba,2021-1,trato_directo,Pequeña,137585689,32,20,12
Huechuraba,2021-2,compra_agil,Grande,64058746,527,80,32
Huechuraba,2021-2,compra_agil,Mediana,27628918,393,40,24
Huechuraba,2021-2,compra_agil,Micro,179386921,1838,216,166
Huechuraba,2021-2,compra_agil,NoClasificado,56308530,767,63,50
Huechuraba,2021-2,compra_agil,Pequeña,88907749,685,128,71
Huechuraba,2021-2,convenio_marco,Grande,186807238,156,89,34
Huechuraba,2021-2,convenio_marco,Mediana,48890162,51,24,12
Huechuraba,2021-2,convenio_marco,Micro,240173039,271,114,63
Huechuraba,2021-2,convenio_marco,Pequeña,33779114,71,45,27
Huechuraba,2021-2,licitacion,Grande,92169516,33,18,17
Huechuraba,2021-2,licitacion,Mediana,1245476446,30,24,20
Huechuraba,2021-2,licitacion,Micro,524875107,131,80,64
Huechuraba,2021-2,licitacion,NoClasificado,53779731,13,12,10
Huechuraba,2021-2,licitacion,Pequeña,9496202502,110,42,38
Huechuraba,2021-2,trato_directo,Grande,81356129,89,24,15
Huechuraba,2021-2,trato_directo,Mediana,91416883,3,3,3
Huechuraba,2021-2,trato_directo,Micro,87731346,60,29,20
Huechuraba,2021-2,trato_directo,NoClasificado,34209475,20,5,5
Huechuraba,2021-2,trato_directo,Pequeña,58060782,24,13,10
Huechuraba,2022-1,compra_agil,Grande,77879157,303,122,54
Huechuraba,2022-1,compra_agil,Mediana,40351519,431,52,34
Huechuraba,2022-1,compra_agil,Micro,144337313,1138,196,129
Huechuraba,2022-1,compra_agil,NoClasificado,47874687,335,85,48
Huechuraba,2022-1,compra_agil,Pequeña,78666534,736,112,76
Huechuraba,2022-1,convenio_marco,Grande,249027676,197,66,29
Huechuraba,2022-1,convenio_marco,Mediana,52255310,39,13,9
Huechuraba,2022-1,convenio_marco,Micro,7601209,25,6,6
Huechuraba,2022-1,convenio_marco,Pequeña,31357560,8,8,6
Huechuraba,2022-1,licitacion,Grande,202535054,113,52,33
Huechuraba,2022-1,licitacion,Mediana,467129332,49,24,22
Huechuraba,2022-1,licitacion,Micro,3315297820,62,48,36
Huechuraba,2022-1,licitacion,NoClasificado,15077988,8,5,2
Huechuraba,2022-1,licitacion,Pequeña,342153592,79,40,31
Huechuraba,2022-1,trato_directo,Grande,93856581,94,25,18
Huechuraba,2022-1,trato_directo,Mediana,50661852,3,3,3
Huechuraba,2022-1,trato_directo,Micro,59919602,23,18,17
Huechuraba,2022-1,trato_directo,NoClasificado,65053472,11,8,3
Huechuraba,2022-1,trato_directo,Pequeña,151047177,7,6,6
Huechuraba,2022-2,convenio_marco,Grande,144548851,117,61,17
Huechuraba,2022-2,convenio_marco,Mediana,54775684,52,11,9
Huechuraba,2022-2,convenio_marco,Micro,14451645,10,4,2
Huechuraba,2022-2,convenio_marco,NoClasificado,4977753,3,3,2
Huechuraba,2022-2,convenio_marco,Pequeña,13068274,17,5,4
Huechuraba,2022-2,licitacion,Grande,6372805380,126,69,52
Huechuraba,2022-2,licitacion,Mediana,446654755,88,43,28
Huechuraba,2022-2,licitacion,Micro,391819240,111,54,35
Huechuraba,2022-2,licitacion,NoClasificado,100387362,34,17,15
Huechuraba,2022-2,licitacion,Pequeña,483238639,119,65,49
Huechuraba,2022-2,trato_directo,Grande,28147940,41,18,13
Huechuraba,2022-2,trato_directo,Mediana,31664625,12,4,4
Huechuraba,2022-2,trato_directo,Micro,183429612,43,36,27
Huechuraba,2022-2,trato_directo,NoClasificado,30783668,4,4,4
Huechuraba,2022-2,trato_directo,Pequeña,77395174,33,17,13
Huechuraba,2023-1,compra_agil,Grande,95892037,532,155,77
Huechuraba,2023-1,compra_agil,Mediana,42703152,149,51,40
Huechuraba,2023-1,compra_agil,Micro,133970321,664,176,131
Huechuraba,2023-1,compra_agil,NoClasificado,108684142,577,142,95
Huechuraba,2023-1,compra_agil,Pequeña,116210476,604,183,113
Huechuraba,2023-1,convenio_marco,Grande,268321473,167,59,16
Huechuraba,2023-1,convenio_marco,Mediana,27181176,20,5,4
Huechuraba,2023-1,convenio_marco,Pequeña,13045413,19,3,2
Huechuraba,2023-1,licitacion,Grande,1428144536,121,61,40
Huechuraba,2023-1,licitacion,Mediana,399902564,98,38,29
Huechuraba,2023-1,licitacion,Micro,442601826,49,45,31
Huechuraba,2023-1,licitacion,NoClasificado,124319516,27,18,17
Huechuraba,2023-1,licitacion,Pequeña,637607987,63,46,37
Huechuraba,2023-1,trato_directo,Grande,128592202,75,30,22
Huechuraba,2023-1,trato_directo,Mediana,67891706,21,13,9
Huechuraba,2023-1,trato_directo,Micro,127360296,30,26,14
Huechuraba,2023-1,trato_directo,NoClasificado,14687983,7,7,7
Huechuraba,2023-1,trato_directo,Pequeña,104255233,49,27,15
Huechuraba,2023-2,compra_agil,Grande,138720145,568,176,79
Huechuraba,2023-2,compra_agil,Mediana,124798928,1022,125,74
Huechuraba,2023-2,compra_agil,Micro,177718780,2296,193,135
Huechuraba,2023-2,compra_agil,NoClasificado,67433664,424,91,56
Huechuraba,2023-2,compra_agil,Pequeña,318165753,1576,433,243
Huechuraba,2023-2,convenio_marco,Grande,98819599,95,32,13
Huechuraba,2023-2,convenio_marco,Mediana,79886335,67,13,7
Huechuraba,2023-2,convenio_marco,Micro,653312,1,1,1
Huechuraba,2023-2,convenio_marco,Pequeña,24954532,8,4,3
Huechuraba,2023-2,licitacion,Grande,9247492971,279,109,69
Huechuraba,2023-2,licitacion,Mediana,3206892622,88,47,37
Huechuraba,2023-2,licitacion,Micro,1454123070,39,30,25
Huechuraba,2023-2,licitacion,NoClasificado,29171202,20,8,7
Huechuraba,2023-2,licitacion,Pequeña,1867933157,208,102,75
Huechuraba,2023-2,trato_directo,Grande,99752519,47,23,18
Huechuraba,2023-2,trato_directo,Mediana,455804390,18,12,11
Huechuraba,2023-2,trato_directo,Micro,61337597,17,15,14
Huechuraba,2023-2,trato_directo,NoClasificado,7870000,4,3,3
Huechuraba,2023-2,trato_directo,Pequeña,182879554,106,45,28
Huechuraba,2024-1,compra_agil,Grande,150820702,3956,128,76
Huechuraba,2024-1,compra_agil,Mediana,77130603,625,107,55
Huechuraba,2024-1,compra_agil,Micro,160523661,1594,139,116
Huechuraba,2024-1,compra_agil,NoClasificado,87658952,454,102,68
Huechuraba,2024-1,compra_agil,Pequeña,246886305,2383,291,169
Huechuraba,2024-1,convenio_marco,Grande,244020310,142,50,20
Huechuraba,2024-1,convenio_marco,Mediana,76362641,56,10,5
Huechuraba,2024-1,convenio_marco,Micro,590000,1,1,1
Huechuraba,2024-1,convenio_marco,Pequeña,7710301,5,3,3
Huechuraba,2024-1,licitacion,Grande,15911945694,135,54,34
Huechuraba,2024-1,licitacion,Mediana,1837441526,80,51,46
Huechuraba,2024-1,licitacion,Micro,197786786,56,29,21
Huechuraba,2024-1,licitacion,NoClasificado,116889732,22,12,11
Huechuraba,2024-1,licitacion,Pequeña,2219407252,135,82,63
Huechuraba,2024-1,trato_directo,Grande,121108956,66,34,21
Huechuraba,2024-1,trato_directo,Mediana,623180443,21,13,9
Huechuraba,2024-1,trato_directo,Micro,81702982,19,17,15
Huechuraba,2024-1,trato_directo,NoClasificado,4400000,1,1,1
Huechuraba,2024-1,trato_directo,Pequeña,234470593,74,24,20
Huechuraba,2024-2,compra_agil,1.0,105240080,399,136,68
Huechuraba,2024-2,compra_agil,2.0,98210258,1453,136,77
Huechuraba,2024-2,compra_agil,3.0,93082816,478,123,98
Huechuraba,2024-2,compra_agil,4.0,326505270,2230,355,207
Huechuraba,2024-2,compra_agil,Micro,2665000,3,3,3
Huechuraba,2024-2,compra_agil,NoClasificado,162057818,1165,169,118
Huechuraba,2024-2,convenio_marco,1.0,109846361,68,36,12
Huechuraba,2024-2,convenio_marco,2.0,71833256,39,7,5
Huechuraba,2024-2,convenio_marco,4.0,38085972,4,3,3
Huechuraba,2024-2,licitacion,1.0,492082323,128,58,43
Huechuraba,2024-2,licitacion,2.0,459503818,98,34,29
Huechuraba,2024-2,licitacion,3.0,108343963,33,23,20
Huechuraba,2024-2,licitacion,4.0,1376650826,257,72,60
Huechuraba,2024-2,licitacion,Micro,2200000,1,1,1
Huechuraba,2024-2,licitacion,NoClasificado,92114619,28,16,14
Huechuraba,2024-2,trato_directo,1.0,92613851,37,25,17
Huechuraba,2024-2,trato_directo,2.0,592818196,8,6,5
Huechuraba,2024-2,trato_directo,3.0,42385366,17,15,13
Huechuraba,2024-2,trato_directo,4.0,128006286,24,23,19
Huechuraba,2024-2,trato_directo,NoClasificado,19774925,6,5,5
Huechuraba,2025-1,compra_agil,Grande,159989248,181,29,24
Huechuraba,2025-1,compra_agil,Mediana,378240540,949,200,101
Huechuraba,2025-1,compra_agil,Micro,242451877,2194,130,109
Huechuraba,2025-1,compra_agil,NoClasificado,278861816,956,143,106
Huechuraba,2025-1,compra_agil,Pequeña,750512247,3961,374,233
Huechuraba,2025-1,convenio_marco,Grande,223235444,277,47,18
Huechuraba,2025-1,convenio_marco,Mediana,122283159,43,7,6
Huechuraba,2025-1,convenio_marco,Micro,978420,1,1,1
Huechuraba,2025-1,convenio_marco,NoClasificado,588380,2,1,1
Huechuraba,2025-1,convenio_marco,Pequeña,53216406,4,4,4
Huechuraba,2025-1,licitacion,Grande,3171939741,30,14,12
Huechuraba,2025-1,licitacion,Mediana,501603262,23,22,19
Huechuraba,2025-1,licitacion,Micro,179647017,21,19,16
Huechuraba,2025-1,licitacion,NoClasificado,273608254,11,11,8
Huechuraba,2025-1,licitacion,Pequeña,1000342651,43,29,24
Huechuraba,2025-1,trato_directo,Grande,59065593,13,11,8
Huechuraba,2025-1,trato_directo,Mediana,66090390,5,5,5
Huechuraba,2025-1,trato_directo,Micro,26975997,8,6,5
Huechuraba,2025-1,trato_directo,NoClasificado,5969360,2,2,2
Huechuraba,2025-1,trato_directo,Pequeña,90754071,15,14,11
Huechuraba,2025-2,compra_agil,Grande,98589845,155,34,25
Huechuraba,2025-2,compra_agil,Mediana,230902732,1021,184,104
Huechuraba,2025-2,compra_agil,Micro,297006143,1286,209,143
Huechuraba,2025-2,compra_agil,NoClasificado,484502358,2265,311,195
Huechuraba,2025-2,compra_agil,Pequeña,814277921,5153,499,255
Huechuraba,2025-2,convenio_marco,Grande,180418163,180,44,18
Huechuraba,2025-2,convenio_marco,Mediana,373873456,157,23,12
Huechuraba,2025-2,convenio_marco,NoClasificado,6935234,26,2,1
Huechuraba,2025-2,convenio_marco,Pequeña,41405802,83,7,5
Huechuraba,2025-2,licitacion,Grande,6788897346,72,35,31
Huechuraba,2025-2,licitacion,Mediana,495647062,32,19,18
Huechuraba,2025-2,licitacion,Micro,431757322,21,18,15
Huechuraba,2025-2,licitacion,NoClasificado,330827450,35,15,13
Huechuraba,2025-2,licitacion,Pequeña,892166725,60,38,34
Huechuraba,2025-2,trato_directo,Grande,15244061,3,3,3
Huechuraba,2025-2,trato_directo,Mediana,35218130,5,5,5
Huechuraba,2025-2,trato_directo,Micro,11836650,5,5,4
Huechuraba,2025-2,trato_directo,NoClasificado,4867940,1,1,1
Huechuraba,2025-2,trato_directo,Pequeña,98977139,14,13,10
Independencia,2015-1,convenio_marco,Grande,119957301,489,119,27
Independencia,2015-1,convenio_marco,Mediana,49800755,346,90,24
Independencia,2015-1,convenio_marco,Micro,74477094,184,88,42
Independencia,2015-1,convenio_marco,Pequeña,118743722,553,86,37
Independencia,2015-1,licitacion,Grande,58435660,83,58,24
Independencia,2015-1,licitacion,Mediana,67399832,92,68,20
Independencia,2015-1,licitacion,Micro,397938828,128,94,46
