municipalidad,anio_semestre,tipo_compra,TamanoProveedor,monto_neto_clp,n_items,n_ordenes,n_proveedores
San Miguel,2018-2,convenio_marco,Micro,91873173,235,106,43
San Miguel,2018-2,convenio_marco,Pequeña,43799146,72,50,30
San Miguel,2018-2,licitacion,Grande,8282740,20,10,8
San Miguel,2018-2,licitacion,Mediana,131498523,259,33,14
San Miguel,2018-2,licitacion,Micro,160827781,204,101,55
San Miguel,2018-2,licitacion,Pequeña,152942783,201,45,36
San Miguel,2018-2,trato_directo,Grande,16894229,9,7,6
San Miguel,2018-2,trato_directo,Mediana,4730817,114,19,7
San Miguel,2018-2,trato_directo,Micro,46345224,186,70,22
San Miguel,2018-2,trato_directo,Pequeña,23303932,581,96,11
San Miguel,2019-1,convenio_marco,Grande,107132933,167,77,16
San Miguel,2019-1,convenio_marco,Mediana,27462860,96,36,13
San Miguel,2019-1,convenio_marco,Micro,79031276,168,97,39
San Miguel,2019-1,convenio_marco,Pequeña,66535507,97,43,23
San Miguel,2019-1,licitacion,Grande,6258434,16,13,10
San Miguel,2019-1,licitacion,Mediana,3537989406,128,24,7
San Miguel,2019-1,licitacion,Micro,206190019,263,101,59
San Miguel,2019-1,licitacion,Pequeña,338022912,214,64,34
San Miguel,2019-1,trato_directo,Grande,1603701,24,4,4
San Miguel,2019-1,trato_directo,Mediana,7648491,66,14,4
San Miguel,2019-1,trato_directo,Micro,27990855,113,64,17
San Miguel,2019-1,trato_directo,Pequeña,48712674,706,92,10
San Miguel,2019-2,convenio_marco,Grande,62468099,144,79,20
San Miguel,2019-2,convenio_marco,Mediana,58310924,37,31,15
San Miguel,2019-2,convenio_marco,Micro,84745646,187,116,44
San Miguel,2019-2,convenio_marco,Pequeña,64971051,142,59,30
San Miguel,2019-2,licitacion,Grande,7494143,23,14,10
San Miguel,2019-2,licitacion,Mediana,72240160,152,28,11
San Miguel,2019-2,licitacion,Micro,248035215,319,119,58
San Miguel,2019-2,licitacion,Pequeña,422855673,258,43,24
San Miguel,2019-2,trato_directo,Grande,109160,1,1,1
San Miguel,2019-2,trato_directo,Mediana,9254692,79,16,6
San Miguel,2019-2,trato_directo,Micro,58385565,211,83,28
San Miguel,2019-2,trato_directo,Pequeña,41325979,826,93,15
San Miguel,2020-1,compra_agil,Micro,446877,6,2,2
San Miguel,2020-1,compra_agil,NoClasificado,260000,1,1,1
San Miguel,2020-1,compra_agil,Pequeña,796000,3,2,2
San Miguel,2020-1,convenio_marco,Grande,47004396,75,41,11
San Miguel,2020-1,convenio_marco,Mediana,17143472,20,11,8
San Miguel,2020-1,convenio_marco,Micro,131735146,64,30,16
San Miguel,2020-1,convenio_marco,Pequeña,78172666,55,19,12
San Miguel,2020-1,licitacion,Grande,4107527602,8,8,8
San Miguel,2020-1,licitacion,Mediana,116702264,68,26,11
San Miguel,2020-1,licitacion,Micro,226956585,93,50,30
San Miguel,2020-1,licitacion,Pequeña,14364052,36,18,14
San Miguel,2020-1,trato_directo,Grande,4816141,6,4,4
San Miguel,2020-1,trato_directo,Mediana,55288256,85,20,9
San Miguel,2020-1,trato_directo,Micro,42417887,52,26,15
San Miguel,2020-1,trato_directo,NoClasificado,31262000,1,1,1
San Miguel,2020-1,trato_directo,Pequeña,36337583,321,44,11
San Miguel,2020-2,compra_agil,Grande,9432603,86,15,13
San Miguel,2020-2,compra_agil,Mediana,14039954,260,22,12
San Miguel,2020-2,compra_agil,Micro,49290483,841,68,46
San Miguel,2020-2,compra_agil,NoClasificado,27312190,147,14,13
San Miguel,2020-2,compra_agil,Pequeña,12643577,102,23,20
San Miguel,2020-2,convenio_marco,Grande,69463023,201,48,17
San Miguel,2020-2,convenio_marco,Mediana,23176132,20,11,6
San Miguel,2020-2,convenio_marco,Micro,391967492,157,69,27
San Miguel,2020-2,convenio_marco,NoClasificado,1554324,1,1,1
San Miguel,2020-2,convenio_marco,Pequeña,49279695,92,22,16
San Miguel,2020-2,licitacion,Grande,7707110,28,9,6
San Miguel,2020-2,licitacion,Mediana,97784207,78,29,9
San Miguel,2020-2,licitacion,Micro,173249737,88,38,19
San Miguel,2020-2,licitacion,NoClasificado,7240968,11,3,3
San Miguel,2020-2,licitacion,Pequeña,64021299,65,14,12
San Miguel,2020-2,trato_directo,Grande,18702439,7,5,5
San Miguel,2020-2,trato_directo,Mediana,7689179,133,19,3
San Miguel,2020-2,trato_directo,Micro,71509169,51,17,11
San Miguel,2020-2,trato_directo,Pequeña,6454631,8,4,4
San Miguel,2021-1,compra_agil,Grande,35037841,199,56,20
San Miguel,2021-1,compra_agil,Mediana,8207920,47,12,12
San Miguel,2021-1,compra_agil,Micro,57691740,504,78,57
San Miguel,2021-1,compra_agil,NoClasificado,339000,1,1,1
San Miguel,2021-1,compra_agil,Pequeña,22694716,192,27,18
San Miguel,2021-1,convenio_marco,Grande,7017130,11,8,6
San Miguel,2021-1,convenio_marco,Mediana,11737788,5,5,5
San Miguel,2021-1,convenio_marco,Micro,3940009,9,6,6
San Miguel,2021-1,convenio_marco,Pequeña,41028824,7,6,3
San Miguel,2021-1,licitacion,Grande,23279413,7,6,5
San Miguel,2021-1,licitacion,Mediana,225149196,26,21,6
San Miguel,2021-1,licitacion,Micro,305867259,97,33,29
San Miguel,2021-1,licitacion,Pequeña,70286608,44,26,11
San Miguel,2021-1,trato_directo,Grande,4666974,37,9,5
San Miguel,2021-1,trato_directo,Mediana,520472,2,2,2
San Miguel,2021-1,trato_directo,Micro,59803681,9,8,6
San Miguel,2021-1,trato_directo,Pequeña,33139776,17,5,4
San Miguel,2021-2,compra_agil,Grande,14696868,122,32,15
San Miguel,2021-2,compra_agil,Mediana,25198143,259,32,15
San Miguel,2021-2,compra_agil,Micro,102246262,709,126,75
San Miguel,2021-2,compra_agil,NoClasificado,19865386,134,26,23
San Miguel,2021-2,compra_agil,Pequeña,27482150,112,43,30
San Miguel,2021-2,convenio_marco,Grande,45010845,7,6,4
San Miguel,2021-2,convenio_marco,Mediana,29498736,10,7,5
San Miguel,2021-2,convenio_marco,Micro,47346505,31,10,7
San Miguel,2021-2,convenio_marco,Pequeña,11147000,4,3,3
San Miguel,2021-2,licitacion,Grande,402401088,25,14,11
San Miguel,2021-2,licitacion,Mediana,9385596,33,8,7
San Miguel,2021-2,licitacion,Micro,327971362,105,29,22
San Miguel,2021-2,licitacion,NoClasificado,2231855,3,2,2
San Miguel,2021-2,licitacion,Pequeña,164540390,33,22,14
San Miguel,2021-2,trato_directo,Grande,6598683,28,6,4
San Miguel,2021-2,trato_directo,Mediana,236361,1,1,1
San Miguel,2021-2,trato_directo,Micro,14021408,6,5,5
San Miguel,2021-2,trato_directo,Pequeña,47920242,12,8,8
San Miguel,2022-1,compra_agil,Grande,27987661,205,38,15
San Miguel,2022-1,compra_agil,Mediana,6519924,45,12,10
San Miguel,2022-1,compra_agil,Micro,38184369,237,64,51
San Miguel,2022-1,compra_agil,NoClasificado,10098214,106,23,19
San Miguel,2022-1,compra_agil,Pequeña,19271254,165,32,23
San Miguel,2022-1,convenio_marco,Grande,6823509,7,5,3
San Miguel,2022-1,convenio_marco,Mediana,8206876,1,1,1
San Miguel,2022-1,licitacion,Grande,19036241,16,9,7
San Miguel,2022-1,licitacion,Mediana,834834444,22,5,5
San Miguel,2022-1,licitacion,Micro,122778327,17,13,12
San Miguel,2022-1,licitacion,NoClasificado,17921462,3,3,3
San Miguel,2022-1,licitacion,Pequeña,31717435,11,8,8
San Miguel,2022-1,trato_directo,Grande,28356385,2,2,2
San Miguel,2022-1,trato_directo,Mediana,8679340,9,2,2
San Miguel,2022-1,trato_directo,Micro,3679870,4,3,3
San Miguel,2022-1,trato_directo,Pequeña,14422225,5,2,2
San Miguel,2022-2,convenio_marco,Grande,141915359,7,5,5
San Miguel,2022-2,convenio_marco,Pequeña,534000,1,1,1
San Miguel,2022-2,licitacion,Grande,528080441,28,18,15
San Miguel,2022-2,licitacion,Mediana,199382942,54,8,5
San Miguel,2022-2,licitacion,Micro,87946605,54,26,19
San Miguel,2022-2,licitacion,NoClasificado,38056335,20,8,8
San Miguel,2022-2,licitacion,Pequeña,1763429480,42,10,10
San Miguel,2022-2,trato_directo,Grande,25426928,12,6,5
San Miguel,2022-2,trato_directo,Mediana,3049800,1,1,1
San Miguel,2022-2,trato_directo,Micro,44795404,5,5,4
San Miguel,2022-2,trato_directo,NoClasificado,2000000,2,1,1
San Miguel,2022-2,trato_directo,Pequeña,3000000,2,1,1
San Miguel,2023-1,compra_agil,Grande,65407277,2315,62,28
San Miguel,2023-1,compra_agil,Mediana,120470284,3278,49,34
San Miguel,2023-1,compra_agil,Micro,213323383,6448,93,68
San Miguel,2023-1,compra_agil,NoClasificado,155771525,5163,53,39
San Miguel,2023-1,compra_agil,Pequeña,202929391,5994,76,57
San Miguel,2023-1,convenio_marco,Grande,79584974,13,8,6
San Miguel,2023-1,convenio_marco,Mediana,12123120,3,2,2
San Miguel,2023-1,convenio_marco,Pequeña,6768140,3,1,1
San Miguel,2023-1,licitacion,Grande,618516259,42,15,10
San Miguel,2023-1,licitacion,Mediana,288814099,18,6,6
San Miguel,2023-1,licitacion,Micro,107449922,33,13,12
San Miguel,2023-1,licitacion,NoClasificado,471672018,33,14,12
San Miguel,2023-1,licitacion,Pequeña,218188573,52,18,15
San Miguel,2023-1,trato_directo,Grande,1029571273,4,4,4
San Miguel,2023-1,trato_directo,Mediana,19980804,4,4,2
San Miguel,2023-1,trato_directo,Micro,6487389,11,7,4
San Miguel,2023-1,trato_directo,Pequeña,14610515,5,4,3
San Miguel,2023-2,compra_agil,Grande,190511926,4959,65,39
San Miguel,2023-2,compra_agil,Mediana,197761689,6503,79,47
San Miguel,2023-2,compra_agil,Micro,190566009,4272,71,59
San Miguel,2023-2,compra_agil,NoClasificado,19550491,278,14,13
San Miguel,2023-2,compra_agil,Pequeña,266619388,7754,131,96
San Miguel,2023-2,convenio_marco,Grande,141718541,20,10,4
San Miguel,2023-2,convenio_marco,Mediana,22945517,7,5,4
San Miguel,2023-2,licitacion,Grande,5476567881,29,19,16
San Miguel,2023-2,licitacion,Mediana,85933106,50,16,14
San Miguel,2023-2,licitacion,Micro,51108656,33,14,10
San Miguel,2023-2,licitacion,NoClasificado,8083120,2,2,2
San Miguel,2023-2,licitacion,Pequeña,1364787012,149,27,21
San Miguel,2023-2,trato_directo,Grande,9446316,6,6,4
San Miguel,2023-2,trato_directo,NoClasificado,27210756,2,2,2
San Miguel,2023-2,trato_directo,Pequeña,182178441,9,7,7
San Miguel,2024-1,compra_agil,Grande,70340943,1544,57,32
San Miguel,2024-1,compra_agil,Mediana,223272963,8811,68,37
San Miguel,2024-1,compra_agil,Micro,165809022,3502,49,39
San Miguel,2024-1,compra_agil,NoClasificado,46753673,1161,30,23
San Miguel,2024-1,compra_agil,Pequeña,350105847,10593,119,86
San Miguel,2024-1,convenio_marco,Grande,17442845,6,3,3
San Miguel,2024-1,convenio_marco,Mediana,20455412,7,3,1
San Miguel,2024-1,convenio_marco,Pequeña,1653939,2,1,1
San Miguel,2024-1,licitacion,Grande,632283698,19,17,13
San Miguel,2024-1,licitacion,Mediana,88502793,9,7,6
San Miguel,2024-1,licitacion,Micro,85268477,40,14,11
San Miguel,2024-1,licitacion,NoClasificado,13519794,4,4,4
San Miguel,2024-1,licitacion,Pequeña,807379896,60,21,18
San Miguel,2024-1,trato_directo,Grande,561561,2,2,2
San Miguel,2024-1,trato_directo,Pequeña,15218811,7,6,6
San Miguel,2024-2,compra_agil,1.0,106292321,1303,49,34
San Miguel,2024-2,compra_agil,2.0,239298852,5382,70,39
San Miguel,2024-2,compra_agil,3.0,174022495,3928,68,51
San Miguel,2024-2,compra_agil,4.0,403302004,12111,129,82
San Miguel,2024-2,compra_agil,Micro,1163000,5,2,1
San Miguel,2024-2,compra_agil,NoClasificado,220435128,5407,73,51
San Miguel,2024-2,convenio_marco,1.0,59291352,19,10,4
San Miguel,2024-2,convenio_marco,2.0,4668000,2,1,1
San Miguel,2024-2,convenio_marco,4.0,1738778,18,1,1
San Miguel,2024-2,licitacion,1.0,735626870,30,14,12
San Miguel,2024-2,licitacion,2.0,840733098,16,9,9
San Miguel,2024-2,licitacion,3.0,285802396,20,17,11
San Miguel,2024-2,licitacion,4.0,419998152,126,31,29
San Miguel,2024-2,licitacion,Micro,3000000,1,1,1
San Miguel,2024-2,licitacion,NoClasificado,150955812,65,11,10
San Miguel,2024-2,trato_directo,1.0,9641598,7,7,6
San Miguel,2024-2,trato_directo,2.0,6000000,1,1,1
San Miguel,2024-2,trato_directo,3.0,3601320,1,1,1
San Miguel,2024-2,trato_directo,4.0,24205023,8,6,6
San Miguel,2024-2,trato_directo,NoClasificado,41641553,3,3,3
San Miguel,2025-1,compra_agil,Grande,15797748,7,7,5
San Miguel,2025-1,compra_agil,Mediana,342624806,9022,64,38
San Miguel,2025-1,compra_agil,Micro,169015217,3575,43,36
San Miguel,2025-1,compra_agil,NoClasificado,329929136,4365,50,36
San Miguel,2025-1,compra_agil,Pequeña,301148146,7646,101,74
San Miguel,2025-1,convenio_marco,Grande,111191711,3,3,3
San Miguel,2025-1,convenio_marco,Micro,5615316,1,1,1
San Miguel,2025-1,licitacion,Grande,9870100817,18,10,8
San Miguel,2025-1,licitacion,Mediana,197425557,4,4,4
San Miguel,2025-1,licitacion,Micro,5289256,3,3,2
San Miguel,2025-1,licitacion,Pequeña,305388940,10,10,9
San Miguel,2025-1,trato_directo,Grande,79841246,11,11,9
San Miguel,2025-1,trato_directo,Mediana,1340646,3,3,1
San Miguel,2025-1,trato_directo,Pequeña,6280236,4,4,3
San Miguel,2025-2,compra_agil,Grande,52510399,321,8,7
San Miguel,2025-2,compra_agil,Mediana,934066640,19216,63,37
San Miguel,2025-2,compra_agil,Micro,127565417,1720,50,42
San Miguel,2025-2,compra_agil,NoClasificado,595863140,7984,79,58
San Miguel,2025-2,compra_agil,Pequeña,355452487,10629,101,74
San Miguel,2025-2,convenio_marco,Grande,74923411,27,6,5
San Miguel,2025-2,licitacion,Grande,410053634,5,5,4
San Miguel,2025-2,licitacion,Mediana,197699720,6,6,6
San Miguel,2025-2,licitacion,Micro,320514334,7,7,6
San Miguel,2025-2,licitacion,NoClasificado,595353510,4,4,4
San Miguel,2025-2,licitacion,Pequeña,827640661,11,11,9
San Miguel,2025-2,trato_directo,Grande,13575911,20,17,5
San Miguel,2025-2,trato_directo,Mediana,1885752,21,4,3
San Miguel,2025-2,trato_directo,Pequeña,500000,1,1,1
San Ramón,2015-1,convenio_marco,Grande,155657611,990,83,21
San Ramón,2015-1,convenio_marco,Mediana,13837254,71,46,13
San Ramón,2015-1,convenio_marco,Micro,13784789,99,25,11
San Ramón,2015-1,convenio_marco,Pequeña,41639317,42,23,14
San Ramón,2015-1,licitacion,Grande,36045050,61,25,19
San Ramón,2015-1,licitacion,Mediana,27056923,90,27,20
San Ramón,2015-1,licitacion,Micro,307518644,459,137,91
San Ramón,2015-1,licitacion,NoClasificado,906187,103,5,1
San Ramón,2015-1,licitacion,Pequeña,200641663,1809,124,50
San Ramón,2015-1,trato_directo,Grande,10322716,36,22,10
San Ramón,2015-1,trato_directo,Mediana,3782359,11,11,6
San Ramón,2015-1,trato_directo,Micro,66013091,384,164,43
San Ramón,2015-1,trato_directo,Pequeña,27493957,242,86,20
San Ramón,2015-2,convenio_marco,Grande,103726288,1141,123,22
San Ramón,2015-2,convenio_marco,Mediana,21153715,64,33,21
San Ramón,2015-2,convenio_marco,Micro,45798069,80,57,35
San Ramón,2015-2,convenio_marco,NoClasificado,277140,2,2,2
San Ramón,2015-2,convenio_marco,Pequeña,70094761,111,68,31
San Ramón,2015-2,licitacion,Grande,41424166,168,47,18
San Ramón,2015-2,licitacion,Mediana,20314828,52,24,15
San Ramón,2015-2,licitacion,Micro,192210836,754,165,95
San Ramón,2015-2,licitacion,NoClasificado,5115947,223,5,1
San Ramón,2015-2,licitacion,Pequeña,183521846,705,112,62
San Ramón,2015-2,trato_directo,Grande,15210108,71,31,13
San Ramón,2015-2,trato_directo,Mediana,40631311,42,41,9
San Ramón,2015-2,trato_directo,Micro,56850381,190,132,50
San Ramón,2015-2,trato_directo,Pequeña,134611539,462,107,27
San Ramón,2016-1,convenio_marco,Grande,96980881,269,83,20
San Ramón,2016-1,convenio_marco,Mediana,29312092,838,47,15
San Ramón,2016-1,convenio_marco,Micro,44606077,57,41,25
San Ramón,2016-1,convenio_marco,Pequeña,115410074,121,48,23
San Ramón,2016-1,licitacion,Grande,69829518,32,15,11
San Ramón,2016-1,licitacion,Mediana,25003606,60,19,10
San Ramón,2016-1,licitacion,Micro,140194745,335,94,64
San Ramón,2016-1,licitacion,NoClasificado,3505794,105,3,1
San Ramón,2016-1,licitacion,Pequeña,127574201,804,72,37
San Ramón,2016-1,trato_directo,Grande,90190560,358,43,21
San Ramón,2016-1,trato_directo,Mediana,23099332,61,30,10
San Ramón,2016-1,trato_directo,Micro,73969616,147,90,44
San Ramón,2016-1,trato_directo,Pequeña,28317668,358,88,23
San Ramón,2016-2,convenio_marco,Grande,128604409,382,122,28
San Ramón,2016-2,convenio_marco,Mediana,25704348,126,28,15
San Ramón,2016-2,convenio_marco,Micro,50492240,211,84,44
San Ramón,2016-2,convenio_marco,Pequeña,80768959,1885,96,41
San Ramón,2016-2,licitacion,Grande,21887962,48,20,15
San Ramón,2016-2,licitacion,Mediana,41550700,37,29,13
San Ramón,2016-2,licitacion,Micro,159706242,217,90,58
San Ramón,2016-2,licitacion,NoClasificado,7497905,35,5,2
San Ramón,2016-2,licitacion,Pequeña,122831434,778,72,42
San Ramón,2016-2,trato_directo,Grande,28929305,144,28,19
San Ramón,2016-2,trato_directo,Mediana,7097112,30,18,9
San Ramón,2016-2,trato_directo,Micro,125906842,118,88,35
San Ramón,2016-2,trato_directo,Pequeña,53603285,395,78,22
San Ramón,2017-1,convenio_marco,Grande,127362173,270,87,26
San Ramón,2017-1,convenio_marco,Mediana,23308649,248,40,15
San Ramón,2017-1,convenio_marco,Micro,53292279,234,91,50
San Ramón,2017-1,convenio_marco,Pequeña,115432176,192,66,36
San Ramón,2017-1,licitacion,Grande,5864466,25,9,5
San Ramón,2017-1,licitacion,Mediana,35591395,72,27,12
San Ramón,2017-1,licitacion,Micro,107577336,269,73,46
San Ramón,2017-1,licitacion,Pequeña,189722919,772,59,35
San Ramón,2017-1,trato_directo,Grande,39389886,228,44,25
San Ramón,2017-1,trato_directo,Mediana,5889580,31,16,9
San Ramón,2017-1,trato_directo,Micro,72208588,118,58,26
San Ramón,2017-1,trato_directo,Pequeña,47374265,280,81,19
San Ramón,2017-2,convenio_marco,Grande,112076426,502,108,28
San Ramón,2017-2,convenio_marco,Mediana,12205484,110,34,17
San Ramón,2017-2,convenio_marco,Micro,86890001,205,104,59
San Ramón,2017-2,convenio_marco,Pequeña,120227599,1282,113,39
San Ramón,2017-2,licitacion,Grande,48787786,40,14,11
San Ramón,2017-2,licitacion,Mediana,13768898,53,15,13
San Ramón,2017-2,licitacion,Micro,152731996,268,65,55
San Ramón,2017-2,licitacion,NoClasificado,2478000,2,1,1
San Ramón,2017-2,licitacion,Pequeña,308120337,291,69,50
San Ramón,2017-2,trato_directo,Grande,11339524,86,21,15
San Ramón,2017-2,trato_directo,Mediana,6322702,26,22,8
San Ramón,2017-2,trato_directo,Micro,87097502,86,63,24
San Ramón,2017-2,trato_directo,Pequeña,12053446,146,52,12
San Ramón,2018-1,convenio_marco,Grande,218995702,495,108,35
San Ramón,2018-1,convenio_marco,Mediana,5633341,44,21,9
San Ramón,2018-1,convenio_marco,Micro,119739008,163,74,52
San Ramón,2018-1,convenio_marco,Pequeña,339731835,1187,106,35
San Ramón,2018-1,licitacion,Grande,13461016,55,15,13
San Ramón,2018-1,licitacion,Mediana,14603050,73,15,12
San Ramón,2018-1,licitacion,Micro,99449455,214,52,42
San Ramón,2018-1,licitacion,Pequeña,74242572,443,41,27
San Ramón,2018-1,trato_directo,Grande,6066282,29,8,6
San Ramón,2018-1,trato_directo,Mediana,866452,5,4,3
San Ramón,2018-1,trato_directo,Micro,29216222,81,65,21
San Ramón,2018-1,trato_directo,Pequeña,7825512,121,27,8
San Ramón,2018-2,convenio_marco,Grande,184986027,839,166,36
San Ramón,2018-2,convenio_marco,Mediana,84342262,278,70,27
San Ramón,2018-2,convenio_marco,Micro,206270070,510,154,86
San Ramón,2018-2,convenio_marco,Pequeña,165598381,746,118,52
San Ramón,2018-2,licitacion,Grande,14599858,32,20,11
San Ramón,2018-2,licitacion,Mediana,14777650,57,9,7
San Ramón,2018-2,licitacion,Micro,43359686,119,25,21
San Ramón,2018-2,licitacion,Pequeña,60758037,170,30,22
San Ramón,2018-2,trato_directo,Grande,10420007,38,16,12
San Ramón,2018-2,trato_directo,Mediana,3264763,14,12,7
San Ramón,2018-2,trato_directo,Micro,46200721,105,91,18
San Ramón,2018-2,trato_directo,Pequeña,18783763,148,41,12
San Ramón,2019-1,convenio_marco,Grande,190595787,366,118,32
San Ramón,2019-1,convenio_marco,Mediana,61195000,94,41,14
San Ramón,2019-1,convenio_marco,Micro,168645909,192,91,58
San Ramón,2019-1,convenio_marco,Pequeña,105975034,331,94,34
San Ramón,2019-1,licitacion,Grande,16401020,57,34,17
San Ramón,2019-1,licitacion,Mediana,16920766,68,17,15
San Ramón,2019-1,licitacion,Micro,81447241,201,37,28
San Ramón,2019-1,licitacion,Pequeña,44271295,279,40,22
San Ramón,2019-1,trato_directo,Grande,4989432,30,7,6
San Ramón,2019-1,trato_directo,Mediana,358586,2,1,1
San Ramón,2019-1,trato_directo,Micro,33262432,98,56,14
San Ramón,2019-1,trato_directo,Pequeña,20754468,45,17,8
San Ramón,2019-2,convenio_marco,Grande,158442160,239,86,29
San Ramón,2019-2,convenio_marco,Mediana,32764539,92,39,26
San Ramón,2019-2,convenio_marco,Micro,200309390,387,136,78
San Ramón,2019-2,convenio_marco,Pequeña,235688018,730,118,45
San Ramón,2019-2,licitacion,Grande,41687955,50,26,17
San Ramón,2019-2,licitacion,Mediana,8516697,72,10,7
San Ramón,2019-2,licitacion,Micro,45150561,103,53,24
San Ramón,2019-2,licitacion,Pequeña,34711725,154,30,23
San Ramón,2019-2,trato_directo,Grande,2370896,10,4,4
San Ramón,2019-2,trato_directo,Mediana,24578424,27,10,8
San Ramón,2019-2,trato_directo,Micro,60843357,181,78,25
San Ramón,2019-2,trato_directo,Pequeña,13083914,184,28,14
San Ramón,2020-1,convenio_marco,Grande,136911782,85,35,15
San Ramón,2020-1,convenio_marco,Mediana,66326170,76,22,15
San Ramón,2020-1,convenio_marco,Micro,173089938,171,53,32
San Ramón,2020-1,convenio_marco,Pequeña,150106808,289,42,18
San Ramón,2020-1,licitacion,Grande,29065942,3,3,3
San Ramón,2020-1,licitacion,Mediana,9204617,9,4,3
San Ramón,2020-1,licitacion,Micro,49274405,55,35,16
San Ramón,2020-1,licitacion,Pequeña,46502029,209,19,14
San Ramón,2020-1,trato_directo,Grande,15493363,24,15,12
San Ramón,2020-1,trato_directo,Mediana,9102740,9,8,7
San Ramón,2020-1,trato_directo,Micro,114125020,80,56,23
San Ramón,2020-1,trato_directo,NoClasificado,42560000,3,3,2
San Ramón,2020-1,trato_directo,Pequeña,277710226,240,74,25
San Ramón,2020-2,convenio_marco,Grande,247459580,96,40,14
San Ramón,2020-2,convenio_marco,Mediana,12992534,32,13,10
San Ramón,2020-2,convenio_marco,Micro,149825581,326,63,29
San Ramón,2020-2,convenio_marco,Pequeña,110585788,205,55,29
San Ramón,2020-2,licitacion,Mediana,3223000,2,2,2
San Ramón,2020-2,licitacion,Micro,37517156,113,14,8
San Ramón,2020-2,licitacion,Pequeña,30527731,97,12,7
San Ramón,2020-2,trato_directo,Grande,157248690,28,17,10
San Ramón,2020-2,trato_directo,Mediana,5482757,15,6,4
San Ramón,2020-2,trato_directo,Micro,80337506,196,64,29
San Ramón,2020-2,trato_directo,NoClasificado,310269076,80,27,7
San Ramón,2020-2,trato_directo,Pequeña,66418908,232,62,20
San Ramón,2021-1,convenio_marco,Grande,312798650,56,26,8
San Ramón,2021-1,convenio_marco,Mediana,8469282,12,6,5
San Ramón,2021-1,convenio_marco,Micro,111269101,103,40,18
San Ramón,2021-1,convenio_marco,Pequeña,65905664,18,14,10
San Ramón,2021-1,licitacion,Grande,1799600,2,1,1
San Ramón,2021-1,licitacion,Mediana,1200314619,5,4,3
San Ramón,2021-1,licitacion,Micro,39483230,65,13,13
San Ramón,2021-1,licitacion,Pequeña,551380783,108,11,8
San Ramón,2021-1,trato_directo,Grande,50083479,106,28,12
San Ramón,2021-1,trato_directo,Mediana,4180154,31,7,7
San Ramón,2021-1,trato_directo,Micro,72655158,96,40,27
San Ramón,2021-1,trato_directo,NoClasificado,548849,2,1,1
San Ramón,2021-1,trato_directo,Pequeña,27950828,132,31,13
San Ramón,2021-2,compra_agil,Grande,11589400,41,24,13
San Ramón,2021-2,compra_agil,Mediana,16412948,56,24,18
San Ramón,2021-2,compra_agil,Micro,78198848,331,132,96
San Ramón,2021-2,compra_agil,NoClasificado,4350211,23,11,10
San Ramón,2021-2,compra_agil,Pequeña,65145412,425,59,32
San Ramón,2021-2,convenio_marco,Grande,132361696,41,20,12
San Ramón,2021-2,convenio_marco,Mediana,23388558,16,8,6
San Ramón,2021-2,convenio_marco,Micro,60166963,39,24,19
San Ramón,2021-2,convenio_marco,Pequeña,37070833,16,13,11
San Ramón,2021-2,licitacion,Grande,3400000,1,1,1
San Ramón,2021-2,licitacion,Mediana,2938500,1,1,1
San Ramón,2021-2,licitacion,Micro,27400000,2,2,2
San Ramón,2021-2,licitacion,NoClasificado,8120000,2,2,2
San Ramón,2021-2,licitacion,Pequeña,19953869,29,6,6
San Ramón,2021-2,trato_directo,Mediana,1595000,1,1,1
San Ramón,2021-2,trato_directo,Micro,45511212,47,13,9
San Ramón,2021-2,trato_directo,Pequeña,252101,13,1,1
San Ramón,2022-1,compra_agil,Grande,75430106,273,88,45
San Ramón,2022-1,compra_agil,Mediana,25077920,124,39,32
San Ramón,2022-1,compra_agil,Micro,123427567,401,219,138
San Ramón,2022-1,compra_agil,NoClasificado,30102733,120,60,46
San Ramón,2022-1,compra_agil,Pequeña,85146239,380,119,63
San Ramón,2022-1,convenio_marco,Grande,186299394,61,23,11
San Ramón,2022-1,convenio_marco,Mediana,8345823,9,3,3
San Ramón,2022-1,convenio_marco,Micro,7559035,16,4,4
San Ramón,2022-1,convenio_marco,Pequeña,16349238,13,4,4
San Ramón,2022-1,licitacion,Grande,3360000,1,1,1
San Ramón,2022-1,licitacion,Mediana,153183415,17,4,4
San Ramón,2022-1,licitacion,Micro,97826700,23,10,10
San Ramón,2022-1,licitacion,NoClasificado,3326998,2,2,2
San Ramón,2022-1,licitacion,Pequeña,14557196,4,4,4
San Ramón,2022-1,trato_directo,Grande,1270800,1,1,1
San Ramón,2022-1,trato_directo,Micro,97241753,6,5,4
San Ramón,2022-1,trato_directo,NoClasificado,13184042,2,2,2
San Ramón,2022-1,trato_directo,Pequeña,13802100,3,3,2
San Ramón,2022-2,convenio_marco,Grande,176743179,68,21,12
San Ramón,2022-2,convenio_marco,Mediana,45080519,35,5,5
San Ramón,2022-2,convenio_marco,Micro,3250460,2,2,2
San Ramón,2022-2,convenio_marco,Pequeña,23843248,31,7,4
San Ramón,2022-2,licitacion,Grande,49305899,7,7,6
San Ramón,2022-2,licitacion,Mediana,39803624,12,5,5
San Ramón,2022-2,licitacion,Micro,95195419,64,9,9
San Ramón,2022-2,licitacion,NoClasificado,79377901,9,8,7
San Ramón,2022-2,licitacion,Pequeña,215002377,18,14,8
San Ramón,2022-2,trato_directo,Grande,2412953,1,1,1
